p0,p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,80,80,100,40,0.009984,405.26117420196533
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,8,20,100,40,0.0143504999999999,416.141077041626
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,80,80,100,40,0.0102065,425.2531020641327
 , , ,8,80,256,100,40,0.0056729999999999,435.0415108203888
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,32,8,100,40,0.0366019999999999,445.45268273353577
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,80,64,100,40,0.0115885,454.889000415802
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,8,128,100,40,0.010797,464.78504967689514
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,20,100,40,0.0069895,473.6574070453644
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,4,128,256,100,40,0.0133645,483.50528740882874
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,50,100,40,0.006099,493.07311058044434
 , , ,20,100,64,100,40,0.0056799999999999,501.8573467731476
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,32,128,64,100,40,0.0134375,511.9290597438812
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,20,4,100,40,0.0805964999999999,523.5090119838715
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,128,128,100,40,0.010343,533.0127332210541
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,128,100,40,0.0232485,542.7728698253632
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,16,20,100,40,0.012211,554.1972270011902
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,100,100,64,100,40,0.009581,563.5370292663574
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,20,32,100,40,0.018025,574.0469663143158
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,50,64,100,40,0.0095925,583.3732554912567
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,96,20,100,100,40,0.0107044999999999,593.4292380809784
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,64,4,100,40,0.023924,602.9924359321594
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,4,16,100,40,0.027275,613.2744650840759
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,96,100,16,100,40,0.0317395,623.4285566806793
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,20,100,40,0.0072765,632.485036611557
 , , ,50,32,256,100,40,0.005794,641.2689673900604
 , , ,8,64,8,100,40,0.009183,650.581184387207
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,16,4,20,100,40,0.023141,661.8760862350464
 , , ,20,128,8,100,40,0.008216,671.5266335010529
 , , ,100,4,20,100,40,0.0065635,681.1176080703735
 , , ,80,2048,100,100,40,0.006033,689.9015598297119
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,4,100,100,100,40,0.0096425,699.0447931289673
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,64,50,64,100,40,0.0133479999999999,708.6806225776672
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,16,4,100,40,0.0596805,719.4217281341553
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,4,80,32,100,40,0.023233,729.8871443271637
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,20,80,100,40,0.010574,739.6449987888336
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,96,128,128,100,40,0.013271,749.1527662277222
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,80,2048,4,100,40,0.079518,760.6359119415283
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,8,100,40,0.0142955,770.0618460178375
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,64,20,100,40,0.0125655,779.7862327098846
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,8,4,100,40,0.009237,790.07337641716
