input,p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,elapsed_sec
5000000,16,100, ,#pragma omp parallel for,32,96,160,compact,sockets,8.462175,7703.637933731079
5000000,32,100, , ,32,16,160,explicit,cores,4.586025,7733.9625606536865
5000000,48,1280,#pragma clang loop unrolling full, ,8,256,200,compact,cores,4.644235,7764.3303961753845
5000000,256,1000,#pragma clang loop unrolling full,#pragma omp parallel for,128,256,100,explicit,sockets,4.99743,7796.445099830627
5000000,48,1000,#pragma clang loop unrolling full, ,128,256,20,disabled,sockets,4.683395,7826.9380424022675
5000000,32,640, ,#pragma omp parallel for,128,96,64,explicit,cores,4.583755,7857.41449713707
5000000,128,100, , ,4,16,20,compact,sockets,4.605015,7887.966030597687
5000000,32,2000,#pragma clang loop unrolling full, ,16,2,200,explicit,sockets,4.74391,7918.122324228287
5000000,64,200, , ,256,2,80,explicit,sockets,4.72554,7948.341507196426
5000000,64,100, , ,128,4,20,disabled,cores,4.606295,7978.274139165878
5000000,48,1600,#pragma clang loop unrolling full,#pragma omp parallel for,2,256,128,disabled,cores,4.718515,8008.870351552963
5000000,96,100,#pragma clang loop unrolling full,#pragma omp parallel for,128,2,40,scatter,cores,4.66545,8039.414189815521
5000000,32,1600,#pragma clang loop unrolling full,#pragma omp parallel for,32,2,20,compact,sockets,4.811335,8070.089936971664
5000000,64,100,#pragma clang loop unrolling full,#pragma omp parallel for,16,96,80,balanced,sockets,4.628975,8100.475712060928
5000000,96,100,#pragma clang loop unrolling full, ,2,4,100,scatter,cores,4.658995,8130.625770807266
5000000,96,640, , ,256,256,40,explicit,cores,4.76213,8161.172860145569
5000000,32,640,#pragma clang loop unrolling full, ,4,4,200,balanced,sockets,4.676959999999999,8191.626437664032
5000000,192,800,#pragma clang loop unrolling full, ,16,256,64,compact,cores,4.827109999999999,8222.410480976105
5000000,96,2000, ,#pragma omp parallel for,32,256,160,none,cores,4.99147,8253.922097921371
5000000,32,1000,#pragma clang loop unrolling full,#pragma omp parallel for,2,2,160,compact,threads,4.7726299999999995,8284.78207707405
5000000,96,400, , ,8,256,200,compact,cores,4.69619,8315.437499761581
5000000,8,100,#pragma clang loop unrolling full, ,2,16,160,explicit,cores,12.481645,8370.086640834808
5000000,4,200,#pragma clang loop unrolling full, ,2,2,64,explicit,cores,24.70148,8460.977669477463
5000000,32,100,#pragma clang loop unrolling full, ,64,96,200,scatter,sockets,4.711435,8491.479834318161
5000000,32,1600,#pragma clang loop unrolling full,#pragma omp parallel for,128,96,200,disabled,cores,4.6515450000000005,8522.057648420334
5000000,192,800,#pragma clang loop unrolling full,#pragma omp parallel for,64,4,40,explicit,cores,4.8803350000000005,8553.765369176865
5000000,16,200,#pragma clang loop unrolling full,#pragma omp parallel for,32,256,128,disabled,cores,6.33198,8589.938411712646
5000000,192,800,#pragma clang loop unrolling full,#pragma omp parallel for,128,96,200,explicit,threads,4.89964,8621.662159204483
5000000,192,1280,#pragma clang loop unrolling full,#pragma omp parallel for,64,256,10,explicit,cores,5.10713,8654.082893133163
5000000,32,100,#pragma clang loop unrolling full,#pragma omp parallel for,8,96,160,scatter,cores,4.70857,8684.950119972229
5000000,192,2000,#pragma clang loop unrolling full,#pragma omp parallel for,16,2,128,explicit,cores,5.14508,8717.282543420792
5000000,32,200,#pragma clang loop unrolling full, ,256,128,160,scatter,cores,4.712885,8747.790173053741
5000000,32,100,#pragma clang loop unrolling full,#pragma omp parallel for,2,96,100,compact,cores,4.691050000000001,8778.470335483551
5000000,16,2000,#pragma clang loop unrolling full,#pragma omp parallel for,4,16,200,disabled,cores,6.381765,8814.30205655098
5000000,96,100,#pragma clang loop unrolling full,#pragma omp parallel for,32,32,160,explicit,sockets,4.628080000000001,8845.066381931305
5000000,32,2000,#pragma clang loop unrolling full, ,256,2,160,compact,cores,4.7806999999999995,8876.890201330185
