input,p0,p1,p2,p3,p4,p5,objective,elapsed_sec
1000000,16,cores,spread, ,simd, ,0.09987499999999999,8200.065391302109
1000000,8,threads,close,#pragma omp parallel for,simd, ,0.10893,8330.713361501694
1000000,8,threads,close, ,simd, ,0.11591000000000001,8481.734149456024
1000000,16,threads,close,#pragma omp parallel for,simd, ,0.104015,8611.60800743103
1000000,8,cores,master, ,simd, ,0.11066999999999999,8767.538068771362
1000000,32,cores,spread,#pragma omp parallel for,simd, ,0.105835,8814.492588758469
1000000,8,sockets,spread,#pragma omp parallel for,simd, ,0.10500000000000001,8881.086661815643
1000000,8,sockets,master,#pragma omp parallel for,simd, ,0.10525000000000001,8959.804934740067
1000000,16,cores,master, ,simd, ,0.11428,9060.848059654236
1000000,8,sockets,close,#pragma omp parallel for,simd, ,0.113915,9180.7350461483
1000000,8,threads,spread, ,simd, ,0.116055,9273.370635271072
1000000,42,sockets,close, ,simd,"schedule(static,1)",0.102685,9445.674206018448
1000000,2,cores,close,#pragma omp parallel for,simd,"schedule(static,1)",0.09905,9485.270656824112
1000000,4,cores,close, ,simd,"schedule(static,1)",0.106255,9597.619245290756
1000000,2,sockets,close, ,simd,"schedule(static,1)",0.09936,9701.832151174545
1000000,2,cores,master, ,simd,"schedule(static,1)",0.099055,9860.291101455688
1000000,4,sockets,close,#pragma omp parallel for,simd,"schedule(static,1)",0.11396999999999999,9917.482157945633
1000000,2,cores,spread, ,simd,"schedule(static,1)",0.115865,9964.91818356514
1000000,2,sockets,close,#pragma omp parallel for,simd,"schedule(static,1)",0.100925,10007.600877046585
1000000,4,threads,close,#pragma omp parallel for,simd,"schedule(static,1)",0.114075,10073.289628982544
1000000,2,threads,close, ,simd,"schedule(static,1)",0.10853499999999999,10225.772431850433
1000000,4,sockets,close, ,simd,"schedule(static,1)",0.11704,10454.992187738419
1000000,42,cores,close, ,simd,"schedule(static,1)",0.099425,10700.397922992706
1000000,32,cores,close, ,simd,"schedule(static,1)",0.112,10993.22352051735
1000000,4,threads,close, ,simd,"schedule(static,1)",0.112635,11124.4488260746
1000000,2,threads,close,#pragma omp parallel for,simd,"schedule(static,1)",0.106735,11179.575201272964
1000000,4,cores,close, ,simd,"schedule(static,2)",0.101935,11428.312899112701
1000000,42,cores,close, ,simd,"schedule(static,2)",0.11606,11657.725225687027
1000000,4,cores,close,#pragma omp parallel for,simd,"schedule(static,2)",0.116845,11699.507507801056
1000000,32,cores,master, ,simd, ,0.11336,11906.034479856491
1000000,4,cores,close,#pragma omp parallel for,simd,"schedule(static,1)",0.11653,11953.609810829163
1000000,8,cores,close, ,simd,"schedule(static,1)",0.108955,12012.38664841652
1000000,4,sockets,master,#pragma omp parallel for,simd,"schedule(static,1)",0.1159,12058.14472746849
1000000,8,cores,close,#pragma omp parallel for,simd,"schedule(static,1)",0.09901499999999999,12107.525588274002
1000000,2,sockets,spread, ,simd,"schedule(static,1)",0.10270000000000001,12191.053413391113
1000000,2,sockets,master,#pragma omp parallel for,simd,"schedule(static,1)",0.10544,12240.153720378876
1000000,8,sockets,master, ,simd, ,0.10357,12402.576930522919
1000000,2,threads,master, ,simd,"schedule(static,2)",0.108615,12638.135688066483
