input,p0,p1,p2,p3,p4,p5,objective,elapsed_sec
100000,16,cores,spread, ,simd, ,0.017075,10695.876293420792
100000,21,cores,spread, ,simd, ,0.01695,10988.573815107346
100000,4,sockets,close,#pragma omp parallel for,simd,"schedule(static,2)",0.018165,11119.913983821869
100000,2,sockets,spread,#pragma omp parallel for,simd,"schedule(static,2)",0.018165,11175.038095235825
100000,2,cores,master, ,simd,"schedule(static,2)",0.018224999999999998,11423.765090227127
100000,8,cores,close,#pragma omp parallel for,simd,"schedule(static,2)",0.0182,11653.197723388672
100000,2,sockets,master, ,simd,"schedule(static,2)",0.018209999999999997,11694.821114301682
100000,42,sockets,close, , ,"schedule(static,1)",0.01694,11901.268205881119
100000,32,threads,master, , ,"schedule(static,2)",0.018245,11949.089920282364
100000,4,threads,close, ,simd,"schedule(static,2)",0.018145,12007.884404659271
100000,2,sockets,spread, ,simd,"schedule(static,1)",0.016989999999999998,12053.620216846466
100000,2,sockets,close, ,simd,"schedule(static,2)",0.01811,12102.931514501572
100000,2,sockets,close,#pragma omp parallel for,simd,"schedule(static,2)",0.01814,12186.524653196335
100000,2,cores,master, , , ,0.017044999999999998,12235.458134889603
100000,2,threads,close, ,simd,"schedule(static,1)",0.017045,12398.10675406456
100000,2,threads,master, ,simd,"schedule(static,2)",0.01826,12633.618897914886
