p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,t0,t1,t2,t3,t4,objective,elapsed_sec
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,100, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,180,190,200,210,220,0.0761022280723906,1487.0834062099457
 , , ,16,2048,32, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),800,900,1000,1100,1200,5.287671603316673,1487.1042575836182
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,96,32,32,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,40,50,60,70,80,2.748420649944589e-09,1527.583204984665
 , , ,50,128,4, , , , ,180,190,200,210,220,0.0077119338983417,1527.6051185131073
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,64,20, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),800,900,1000,1100,1200,0.5941308625011388,1527.6268937587738
 , , ,8,8,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),40,50,60,70,80,2.743811208612776e-09,1584.138552904129
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,64,8, , , , ,180,190,200,210,220,0.0204687789529085,1584.161060333252
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,4,32, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),800,900,1000,1100,1200,6.1370795675944265,1584.1832737922668
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,50, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,40,50,60,70,80,2.738112192191683e-09,1684.8755946159365
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,16,100, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),180,190,200,210,220,0.076419572005479,1684.898605108261
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,4,20,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),800,900,1000,1100,1200,1.768551505225192,1684.9211282730105
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,8,20, , , , ,40,50,60,70,80,2.7439357615928335e-09,1784.685575246811
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,2048,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),180,190,200,210,220,0.0089160537214598,1784.7090578079224
 , , ,32,50,32,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,800,900,1000,1100,1200,6.019050741814303,1784.7317802906036
