p1,p2,p3,p4,p5,t0,objective,elapsed_sec
 , ,8,32,256,120,0.0013710036518297,10.86806583404541
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,32,32,400,0.0553210093182734,10.87294626235962
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,20,8,2000,7.438642204253291,12.275412321090698
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,120,0.0012625314828954,45.06510853767395
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,256,400,0.0541863492411304,45.072115421295166
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,4,2000,6.153229855720013,45.07909107208252
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,100,120,0.0012436006444739,91.5133159160614
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,128,400,0.0537402738545202,91.52075672149658
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,16,256,2000,7.811565127266781,91.52819442749023
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,20,256,120,0.0013861295918613,142.2495048046112
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,256,400,0.0533661001885979,142.2573599815369
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,256,2000,7.402087859041416,142.26519227027893
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,4,256,120,0.0014296259857548,187.3948473930359
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,256,400,0.0550427906801644,187.40308094024655
#pragma clang loop(i1) pack array(A) allocate(malloc), ,50,2048,4,2000,6.41027577879068,187.41123414039612
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,2048,4,120,0.0011079188160508,219.4102602005005
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,32,400,0.050131909764405,219.41887879371643
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,128,4,2000,7.384185613849595,219.42751240730288
 , ,4,2048,4,120,0.0011079472430473,269.77552103996277
 , ,4,2048,32,400,0.0497754714129353,269.7844994068146
 , ,128,2048,256,2000,7.265567143706549,269.79366087913513
 , ,8,4,4,120,0.0012625349256968,315.3875584602356
 , ,8,2048,8,400,0.046978711606942,315.39688515663147
 , ,8,2048,8,2000,6.594359339503756,315.40643310546875
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,80,4,120,0.001156832046567,370.7959847450256
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,128,4,400,0.0550937399425363,370.80686616897583
#pragma clang loop(i1) pack array(A) allocate(malloc), ,96,4,4,2000,7.84490988362508,370.8169550895691
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,4,120,0.0011079228503926,419.7357349395752
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,2048,4,400,0.0467803549302344,419.74610590934753
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,2048,8,2000,6.610730725008272,419.7561933994293
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,2048,4,120,0.0011079224534149,460.8417055606842
#pragma clang loop(i1) pack array(A) allocate(malloc), ,32,2048,4,400,0.0469190893537319,460.8529241085053
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,2000,6.270006920529779,460.8633494377136
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,128,4,120,0.0011244386173232,511.6239604949951
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,50,4,400,0.0552994791361881,511.6356568336487
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,8,4,2000,7.571982711076127,511.6464765071869
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,4,120,0.0011079421515011,558.0659325122833
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,400,0.0467823572858126,558.080756187439
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,8,2000,7.026890200939849,558.0921065807343
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,128,256,120,0.0012912590758214,642.3095242977142
#pragma clang loop(i1) pack array(A) allocate(malloc), ,80,2048,256,400,0.0549914574612899,642.3219795227051
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,128,4,2000,7.372607164160933,642.3336408138275
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,128,4,120,0.0011244382192302,683.5026159286499
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,400,0.0467916356044614,683.5154457092285
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,128,100,2000,7.580528915515458,683.5291345119476
#pragma clang loop(i1) pack array(A) allocate(malloc), ,16,2048,4,120,0.0011079220436166,735.5785732269287
#pragma clang loop(i1) pack array(A) allocate(malloc), ,16,4,4,400,0.0550362838241061,735.5918173789978
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,64,4,2000,8.03769769266104,735.6057357788086
 , ,32,2048,4,120,0.0011079455782177,776.3548972606659
 , ,32,2048,4,400,0.046924349173432,776.3684520721436
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,4,2000,6.300801629967707,776.3812417984009
 , ,96,2048,4,120,0.0011079437082537,825.8842470645905
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,4,400,0.0470268379508534,825.8981928825378
 , ,20,4,4,2000,7.2463696900553645,825.9116134643555
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,16,120,0.0011433966951657,891.6719501018524
 , ,16,2048,4,400,0.046818229658882,891.6862428188324
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,32,4,2000,7.43477344753231,891.6997554302216
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,2048,8,120,0.0011257762150105,943.444535970688
#pragma clang loop(i1) pack array(A) allocate(malloc), ,16,2048,4,400,0.0468266665794979,943.4591948986052
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,4,4,2000,7.353807583413811,943.4749250411988
 , ,4,2048,8,120,0.0011258010542798,990.8125569820404
 , ,20,2048,8,400,0.0470801026306371,990.8276646137238
 , ,4,128,128,2000,7.523122528483526,990.8419342041016
#pragma clang loop(i1) pack array(A) allocate(malloc), ,20,2048,4,120,0.0011079216209976,1033.7445731163025
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,4,400,0.0468097900779894,1033.7600467205048
 , ,4,2048,256,2000,7.399141027488838,1033.7748782634735
 , ,20,2048,4,120,0.0011079460136564,1116.873294353485
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,8,400,0.046901659983881,1116.8890879154203
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,128,2000,7.536511759137454,1116.9041838645935
 , ,4,2048,16,120,0.0011434211811586,1174.4179651737213
