p0,p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,64,128,128,60,80,0.0001783077266341,9.722198486328123
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,8,200,240,0.0045140299977711,9.727546215057371
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,16,8,1000,1200,0.4816977109497664,11.015840291976929
 , , ,128,2048,4,60,80,0.0056533449199058,113.41739320755003
 , , ,128,2048,8,200,240,0.0043739331034512,113.42640471458436
 , , ,128,2048,64,1000,1200,0.5703585644217868,113.43408274650574
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,256,60,80,0.0001490034970979,165.63880228996277
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,8,200,240,0.0044939702825044,165.64832258224487
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,128,1000,1200,0.2680012172469454,165.656432390213
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,2048,256,60,80,0.0002037974093396,284.75295519828796
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,2048,256,200,240,0.0083422514477201,284.7613732814789
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,2048,256,1000,1200,0.5311955407572386,284.7697825431824
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,4,256,60,80,0.000149005451484,411.9550077915192
 , , ,96,128,4,200,240,0.0055491536125054,411.96402287483215
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,8,256,1000,1200,0.4661948575337471,411.9729192256927
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,2048,8,60,80,0.0036907590509083,447.5362741947174
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,32,200,240,0.0039868667822835,447.5472490787506
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,2048,32,1000,1200,0.6811640453724002,447.5568656921387
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,96,8,256,60,80,0.0001676132124699,559.0714263916016
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,20,200,240,0.0040770444039447,559.0812990665436
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,4,100,1000,1200,0.6494956349605152,559.0911872386932
