p1,p2,p3,p4,p5,t0,objective,elapsed_sec
 , ,4,128,20,400,0.0552265,768.1861751079559
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,50,128,400,0.055227,776.4580769538879
 , ,4,32,128,400,0.0554015,784.952887058258
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,80,4,400,0.05528,793.40900349617
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,128,400,0.055186,801.6747255325317
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,64,8,400,0.055326,809.7331593036652
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,32,100,400,0.055125,818.1339933872223
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,64,80,400,0.0550915,826.4502191543579
 , ,50,16,32,400,0.055069,834.7452409267426
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,20,80,400,0.055709,842.9109697341919
 , ,8,32,16,400,0.055143,851.2951827049255
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,4,4,400,0.055164,861.7531821727753
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,256,400,0.055221,871.9613766670227
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,400,0.0552115,882.2575943470001
 , ,128,4,8,400,0.0551895,892.4537622928619
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,400,0.077407,902.6825857162476
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,2048,256,400,0.0549175,914.2451183795928
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,2048,256,400,0.0550475,925.67720413208
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,256,400,0.0550159999999999,936.4206833839417
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,400,0.0464275,947.3421349525452
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,2048,4,400,0.0464145,957.8928711414336
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,4,400,0.046712,968.6462910175323
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,4,400,0.0465924999999999,979.9192199707032
 , ,4,2048,4,400,0.046406,990.6659588813782
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,4,400,0.0464964999999999,1001.5750403404236
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,4,400,0.0464275,1012.5953571796416
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,400,0.0471995,1023.6541485786438
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,4,400,0.0469615,1034.6468212604525
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,4,400,0.046989,1045.6304292678833
#pragma clang loop(i1) pack array(A) allocate(malloc), ,20,2048,4,400,0.046433,1056.773896932602
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,4,400,0.0472615,1067.549666404724
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,4,400,0.0468885,1078.225268125534
 , ,16,2048,4,400,0.046416,1088.9929976463318
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,2048,4,400,0.0473505,1100.7583105564115
#pragma clang loop(i1) pack array(A) allocate(malloc), ,32,2048,4,400,0.0474225,1111.6460235118866
#pragma clang loop(i1) pack array(A) allocate(malloc), ,16,2048,4,400,0.0470234999999999,1122.5370740890503
 , ,8,2048,4,400,0.0468825,1133.4373211860657
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,4,400,0.0465705,1145.965564250946
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,8,400,0.0464134999999999,1157.2607855796814
 , ,128,2048,4,400,0.0473735,1170.4218533039093
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,8,400,0.046365,1181.3127763271332
 , ,32,2048,4,400,0.0473265,1192.1176810264587
 , ,4,2048,8,400,0.04646,1203.333016872406
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,8,400,0.0463065,1214.204887151718
 , ,20,2048,4,400,0.046423,1224.9256947040558
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,400,0.0472345,1237.0905747413635
 , ,50,2048,4,400,0.0473225,1248.0496189594269
 , ,96,2048,4,400,0.046807,1259.0815143585205
 , ,100,2048,4,400,0.048124,1271.189147233963
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,400,0.047347,1283.365541934967
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,4,400,0.0475145,1295.6329951286316
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,2048,4,400,0.0474109999999999,1307.836796283722
#pragma clang loop(i1) pack array(A) allocate(malloc), ,96,2048,4,400,0.047841,1318.8528816699982
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,4,400,0.0473635,1329.7228229045868
 , ,4,2048,16,400,0.047849,1340.2933659553528
#pragma clang loop(i1) pack array(A) allocate(malloc), ,50,2048,4,400,0.0473135,1351.6259560585022
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,16,400,0.048269,1362.7849144935608
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,4,256,400,0.0551485,1374.5050382614136
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,8,400,0.0463815,1385.7018947601318
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,4,400,0.0465514999999999,1396.86163520813
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,2048,8,400,0.0464669999999999,1408.3256933689115
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,4,400,0.0473665,1419.5399768352509
 , ,8,2048,8,400,0.0466609999999999,1430.7253668308258
 , ,64,2048,4,400,0.0473295,1441.948968410492
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,8,400,0.046847,1452.8313817977903
#pragma clang loop(i1) pack array(A) allocate(malloc), ,80,2048,4,400,0.046476,1463.7368054389954
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,2048,4,400,0.047851,1474.813115119934
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,4,400,0.047618,1486.670566558838
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,16,400,0.0478004999999999,1498.037148475647
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,4,400,0.0465665,1508.904602766037
#pragma clang loop(i1) pack array(A) allocate(malloc), ,64,2048,4,400,0.0472994999999999,1519.8930406570437
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,4,400,0.047336,1532.6379506587982
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,16,400,0.048332,1543.901690244675
 , ,4,2048,20,400,0.0484835,1554.9688038825989
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,2048,4,400,0.0472705,1566.2970159053802
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,16,400,0.04785,1577.3323595523834
 , ,16,2048,8,400,0.0462495,1588.1808230876925
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,4,400,0.0551694999999999,1598.3607318401337
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,2048,8,400,0.046983,1610.3198668956757
 , ,128,4,256,400,0.055231,1620.9264645576477
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,8,400,0.046377,1632.7747192382812
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,2048,16,400,0.048375,1645.5777442455292
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,4,400,0.046569,1658.0297300815582
#pragma clang loop(i1) pack array(A) allocate(malloc), ,16,2048,8,400,0.04646,1669.4244158267977
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,8,400,0.0464065,1680.7690572738647
 , ,4,128,4,400,0.0552504999999999,1692.412975549698
 , ,100,2048,8,400,0.0471435,1704.2258696556091
 , ,80,2048,4,400,0.0469,1715.461532831192
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,128,4,400,0.05508,1725.7014911174774
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,8,400,0.0472319999999999,1738.1447205543518
 , ,128,2048,8,400,0.0471165,1750.3296978473663
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,8,400,0.0472995,1762.449074268341
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,8,400,0.0463185,1773.718649148941
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,8,400,0.0463805,1785.2741045951843
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,8,400,0.0472405,1798.0415377616882
