p1,p2,p3,p4,p5,t0,objective,elapsed_sec
#pragma clang loop(j2) pack array(path) allocate(malloc), ,4,4,256,180,0.0044778464369688,8826.960247039795
 , ,4,2048,4,500,0.0914691615475308,8826.975066661835
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,20,2800,17.537042841086354,8826.990494012833
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,4,180,0.0044778707307607,9261.08982348442
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,4,500,0.0914691269156365,9261.104974985124
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,50,2800,5.486533055168423,9261.119331121445
 , ,4,4,256,180,0.0044778464255031,9694.988241910934
 , ,128,4,128,500,0.0914688219306866,9695.008808135986
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,16,2800,17.748081153227318,9695.023587942123
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,20,180,0.0044778636229755,10131.593338489532
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,4,500,0.0914690991627512,10131.60916185379
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,20,2800,17.698192039919135,10131.624132156372
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,180,0.004477870732534,10573.266663312912
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,2048,4,500,0.0914691295639939,10573.282935857773
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,4,2800,17.61216740845566,10573.300028800964
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,128,180,0.0044778488688363,11006.947323083878
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,500,0.0914690925776499,11006.965432405472
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,8,2800,17.647032031233152,11006.981304883957
 , ,96,4,4,180,0.0044778709858048,11457.688047647476
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,8,500,0.0914690908519947,11457.70495080948
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,16,2800,17.755587416608005,11457.721288442612
#pragma clang loop(j2) pack array(path) allocate(malloc), ,4,2048,256,180,0.0044778461790722,11892.079479932783
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,4,4,500,0.0914690985203426,11892.096763134005
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,256,2800,17.7187300549231,11892.113229513168
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,100,180,0.0044778510945705,12333.775943517683
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,16,500,0.0914690561132212,12333.79367685318
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,100,2800,17.68751298464082,12333.812479019163
 , ,96,4,128,180,0.004477848878458,12766.976385116575
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,20,500,0.0914689883613423,12766.9949157238
 , ,50,50,8,2800,0.0,12767.012150526049
#pragma clang loop(j2) pack array(path) allocate(malloc), ,128,4,128,180,0.0044778488863538,13202.985003709791
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,8,500,0.091469091526592,13203.003772974014
#pragma clang loop(j2) pack array(path) allocate(malloc), ,8,2048,64,2800,18.42281253107746,13203.021424770355
