p1,p2,p3,p4,p5,t0,objective,elapsed_sec
 , ,8,32,256,180,0.004477846320774,416.5165851116181
#pragma clang loop(j2) pack array(path) allocate(malloc), ,128,32,32,500,0.0920015751958605,416.52170491218567
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,20,8,2800,7.045060215069287,417.909716129303
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,180,0.0044778707147371,894.2174515724182
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,500,0.0914691321550858,894.224484205246
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,50,2800,17.402144212808317,894.2315337657928
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,180,0.0044778709904305,1352.920072555542
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,4,500,0.0920016617034381,1352.928691148758
 , ,16,8,4,2800,14.910704552955862,1352.9362354278564
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,80,256,180,0.0044778462177556,1795.4426028728485
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,4,256,500,0.0914687504058249,1795.450410604477
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,8,256,2800,17.732396284944468,1795.4582259655
#pragma clang loop(j2) pack array(path) allocate(malloc), ,100,2048,4,180,0.0044778707375901,2230.8522193431854
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,128,500,0.0914688183030741,2230.860566139221
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,256,2800,17.784637229091047,2230.868753194809
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,4,180,0.0044778707165235,2671.604030609131
 , ,128,128,16,500,0.091469095394307,2671.614398241043
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,4,2800,16.739816709506332,2671.623190164566
 , ,128,16,4,180,0.0044778709307903,3107.9442381858826
 , ,128,8,4,500,0.0914691384572035,3107.9532375335693
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,16,2800,17.768017033218044,3107.962446451187
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,256,180,0.0044778461419946,3544.6662380695343
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,256,500,0.0914687833981721,3544.677306652069
#pragma clang loop(j2) pack array(path) allocate(malloc), ,128,50,50,2800,16.61132927778157,3544.68683218956
 , ,128,2048,256,180,0.0044778461498095,3989.52157497406
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,256,500,0.0914687807590154,3989.533127784729
 , ,96,2048,128,2800,16.3329861713495,3989.5430574417114
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,2048,4,180,0.0044778707218724,4430.990565538406
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,16,500,0.091469058126338,4431.001217365265
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,50,16,2800,13.230565003135958,4431.011336326599
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,256,180,0.0044778461580059,4873.666387557983
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,16,500,0.0914690626983224,4873.679048061371
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,2800,17.41014893300502,4873.69436788559
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,80,180,0.0044778538046304,5307.802429676056
 , ,4,2048,256,500,0.0914688134330077,5307.8139889240265
#pragma clang loop(j2) pack array(path) allocate(malloc), ,100,4,4,2800,18.018375804813495,5307.824903011322
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,8,180,0.0044778682848098,5754.7425372600555
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,4,500,0.091469115097179,5754.754655599594
 , ,4,80,8,2800,0.0,5754.765896081924
 , ,128,128,256,180,0.0044778461756756,6217.603333711624
 , ,128,80,100,500,0.091468879950694,6217.616468429565
 , ,100,80,4,2800,17.704885742252014,6217.628162622452
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,8,128,180,0.0044778488431441,6650.102125406265
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,64,32,500,0.0914689800086757,6650.114951372147
 , ,128,4,20,2800,5.47915897969275,6650.127124786377
 , ,4,2048,16,180,0.0044778658445245,7083.1622223854065
 , ,4,2048,20,500,0.0914690573312269,7083.1776168346405
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,80,2800,15.740943694459958,7083.19175195694
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,4,4,180,0.0044778709965716,7520.465916156769
 , ,128,4,256,500,0.091468787025765,7520.48193192482
 , ,128,4,128,2800,15.848946171701575,7520.494666099548
#pragma clang loop(j2) pack array(path) allocate(malloc), ,4,20,256,180,0.0044778463597779,7957.096452236176
#pragma clang loop(j2) pack array(path) allocate(malloc), ,4,100,256,500,0.0920013726685264,7957.110337734222
 , ,4,16,256,2800,12.708603016481003,7957.123672008514
#pragma clang loop(j2) pack array(path) allocate(malloc), ,4,2048,4,180,0.0044778707536007,8390.448768854141
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,4,500,0.0914691222884357,8390.463035583496
#pragma clang loop(j2) pack array(path) allocate(malloc), ,4,4,16,2800,17.579253677301658,8390.476539850235
