p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
 , ,8,32,256,80,100,0.0011197555720816,76.41497850418091
#pragma clang loop(j2) pack array(data) allocate(malloc), ,128,32,32,240,260,0.0194083027802344,76.41992139816284
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,20,8,1200,1400,0.5811510811723324,77.75605154037476
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,128,80,100,0.001072138380886,278.49329471588135
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,128,240,260,0.0257103896484651,278.50047874450684
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,256,1200,1400,3.1284443273431135,278.50771021842957
 , ,4,4,4,80,100,0.000454965310332,388.0004632472992
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,240,260,0.0036494604793479,388.008085489273
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,20,4,1200,1400,0.4260639773096348,388.0157079696655
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,4,80,100,0.0004241548418679,433.5454931259155
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,4,4,240,260,0.0036494786674766,433.5535337924957
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,4,1200,1400,0.4611203096382228,433.56153869628906
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,20,4,80,100,0.0001749991487021,482.55017709732056
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,4,240,260,0.0036494831913141,482.55861473083496
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,16,4,1200,1400,0.4156097900122468,482.5670163631439
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,80,100,0.0001266703030546,537.3328695297241
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,4,240,260,0.0031107997285337,537.3421490192413
 , ,16,4,4,1200,1400,2.0567388450835105,537.3511071205139
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,4,80,100,0.0001276565121383,610.7822630405426
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,4,240,260,0.0028784202712452,610.7914133071899
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,4,1200,1400,0.3958991732424692,610.8008711338043
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,80,4,80,100,0.000148837722554,668.7548892498016
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,4,240,260,0.0028784157312457,668.7644300460815
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,4,1200,1400,0.3575561075500744,668.7742187976837
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,32,4,80,100,0.0002340175576528,730.4471938610077
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,240,260,0.0028784225385007,730.4572472572327
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,4,1200,1400,0.4615604580152137,730.4674713611603
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,20,4,80,100,0.0002755345851324,791.4405400753021
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,20,240,260,0.0118662066128428,791.4510490894318
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,4,1200,1400,0.4205509464692483,791.4613695144653
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,32,80,100,0.0007891175635366,926.5000686645508
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,20,32,240,260,0.0181946957958251,926.5112688541412
 , ,4,64,80,1200,1400,3.448669989091841,926.522073507309
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,8,80,100,0.0003539139341166,1032.1160068511963
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,8,240,260,0.0076959872418109,1032.127888917923
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,8,1200,1400,0.4402066824630175,1032.1390988826752
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,80,4,80,100,0.000148837544992,1106.1138677597046
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,32,4,240,260,0.003342393369851,1106.126170873642
