p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,1200,1400,0.4613576083414017,1106.1379408836365
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,2048,4,80,100,0.0001266698649984,1263.1095807552338
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,4,240,260,0.0028784111839283,1263.122342824936
 , ,64,128,64,1200,1400,2.9958343966412486,1263.134464263916
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,2048,4,80,100,0.0001202387834826,1336.6181309223175
 , ,8,128,4,240,260,0.0010917616904584,1336.6312172412872
 , ,4,2048,4,1200,1400,0.1682584168206062,1336.6453483104706
 , ,64,2048,4,80,100,8.55076698815185e-05,1409.3492531776428
 , ,50,2048,4,240,260,0.0010157544034668,1409.3627009391785
 , ,32,2048,20,1200,1400,0.1707394964379819,1409.375420808792
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,4,80,100,0.0001266697168835,1491.4067239761353
 , ,4,8,4,240,260,0.0016988665071711,1491.4205849170685
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,8,1200,1400,0.4428298963661774,1491.433846950531
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,4,80,100,0.000132822746255,1580.8458278179169
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,4,240,260,0.0029559448794335,1580.8601944446564
 , ,80,2048,20,1200,1400,0.1687239375310929,1580.8753356933594
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,4,80,100,0.0001580820933457,1675.4753112792969
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,8,240,260,0.0057655007987367,1675.489930152893
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,16,16,1200,1400,1.6290215238587524,1675.5038957595823
 , ,64,128,4,80,100,9.269817715672478e-05,1737.9233691692352
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,128,4,240,260,0.0043853076432686,1737.9383239746094
#pragma clang loop(j2) pack array(data) allocate(malloc), ,50,2048,4,1200,1400,0.3237959196797533,1737.952581167221
#pragma clang loop(j2) pack array(data) allocate(malloc), ,50,2048,4,80,100,0.0001202384228413,1873.671961545944
 , ,96,128,4,240,260,0.001091777616024,1873.687316656113
#pragma clang loop(j2) pack array(data) allocate(malloc), ,128,2048,20,1200,1400,0.6252497302972777,1873.703592777252
 , ,96,2048,4,80,100,8.550752346358213e-05,2117.6888086795807
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,240,260,0.002878399783619,2117.7045736312866
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,64,1200,1400,3.110746005124176,2117.7195994853973
#pragma clang loop(j2) pack array(data) allocate(malloc), ,100,2048,4,80,100,0.0001202381298513,2376.213878393173
 , ,100,128,4,240,260,0.0010917798883293,2376.2301483154297
 , ,128,2048,128,1200,1400,3.086795878253508,2376.246126651764
#pragma clang loop(j2) pack array(data) allocate(malloc), ,8,2048,4,80,100,0.0001202387118518,2503.8930349349976
 , ,128,2048,4,240,260,0.0010157657694157,2503.909698486328
 , ,128,128,20,1200,1400,0.178534974840711,2503.927115917206
 , ,50,2048,4,80,100,8.550774282517395e-05,2735.5182979106903
 , ,4,2048,4,240,260,0.001015743021379,2735.535324573517
#pragma clang loop(j2) pack array(data) allocate(malloc), ,96,2048,32,1200,1400,2.1530313240486154,2735.551486492157
 , ,4,2048,4,80,100,8.550810489027657e-05,2923.310247182846
 , ,20,2048,4,240,260,0.0010157498525685,2923.3277275562286
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,80,1200,1400,3.3241131935208013,2923.344812631607
 , ,16,128,4,80,100,9.26984875452888e-05,3081.4065618515015
 , ,16,50,4,240,260,0.0013956524184541,3081.4243659973145
 , ,128,128,4,1200,1400,0.1530786774777937,3081.4431433677673
 , ,20,128,4,80,100,9.269841023577504e-05,3192.0188097953796
 , ,4,64,4,240,260,0.0013197184241795,3192.036842823029
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,8,1200,1400,1.6459990567560971,3192.054263353348
 , ,8,2048,256,80,100,0.0010333682401702,3331.7515184879303
 , ,16,2048,256,240,260,0.0274296972236677,3331.7700078487396
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,256,1200,1400,2.9544190993923825,3331.7891807556152
 , ,100,128,4,80,100,9.269794235191767e-05,3559.1998238563538
 , ,8,2048,4,240,260,0.0010157452990877,3559.2189371585846
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,4,1200,1400,0.43562052960657516,3559.237283229828
