p0,p1,p2,p3,p4,p5,p6,p7,objective,elapsed_sec
6,160,#pragma clang loop unrolling full, ,64,8,cores,balanced,0.306225,1264.9253976345062
6,160,#pragma clang loop unrolling full,#pragma omp parallel for,8,32,cores,balanced,0.30310499999999996,1283.4620640277863
6,160,#pragma clang loop unrolling full, ,4,32,cores,balanced,0.303065,1301.9521629810333
6,160,#pragma clang loop unrolling full,#pragma omp parallel for,2,32,cores,compact,0.372455,1320.4470613002777
6,200, ,#pragma omp parallel for,32,32,sockets,balanced,0.305015,1338.9610855579376
6,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,16,sockets,balanced,0.30234,1357.5081913471222
3,160, , ,128,32,cores,balanced,0.838905,1376.2011077404022
8,128, ,#pragma omp parallel for,64,2,threads,balanced,0.30403,1394.7194175720215
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,8,2,cores,balanced,0.30257,1413.258333683014
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,96,2,sockets,balanced,0.229405,1431.7579827308655
8,200, ,#pragma omp parallel for,96,2,sockets,balanced,0.30257,1450.2419500350952
8,200, ,#pragma omp parallel for,64,8,cores,balanced,0.229805,1468.756236076355
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,8,64,cores,balanced,0.299875,1487.2852945327759
8,200, ,#pragma omp parallel for,64,96,threads,balanced,0.23053,1505.913030385971
8,200, ,#pragma omp parallel for,64,8,threads,balanced,0.230985,1524.4059717655182
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,64,32,cores,balanced,0.23162,1542.9902966022491
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,8,4,sockets,balanced,0.228925,1561.51211476326
8,20,#pragma clang loop unrolling full,#pragma omp parallel for,8,64,sockets,balanced,0.231735,1578.1975371837616
8,160, , ,8,32,sockets,balanced,0.23081000000000002,1594.8634796142578
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,8,16,threads,balanced,0.30119,1613.4445164203644
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,64,256,threads,balanced,0.229165,1631.9180557727814
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,sockets,balanced,0.2283,1650.426054239273
8,10,#pragma clang loop unrolling full,#pragma omp parallel for,8,256,sockets,balanced,0.235075,1667.0460150241852
8,128, ,#pragma omp parallel for,64,4,threads,balanced,0.230235,1685.5990941524506
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,64,16,sockets,balanced,0.22985,1704.1044661998749
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,4,32,cores,balanced,0.22991499999999998,1722.6443045139313
8,128, ,#pragma omp parallel for,96,64,threads,balanced,0.231035,1741.204491853714
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,128,64,sockets,balanced,0.22831,1759.717206478119
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,sockets,balanced,0.301695,1778.2527844905853
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,8,32,sockets,disabled,0.266005,1796.7689337730408
8,160, , ,64,4,cores,disabled,0.27258499999999997,1813.678296804428
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,sockets,balanced,0.22963,1830.3550264835358
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,2,64,threads,balanced,0.230325,1848.872266292572
8,128, ,#pragma omp parallel for,64,64,sockets,balanced,0.229795,1867.3664436340332
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,128,4,sockets,balanced,0.227715,1885.9199783802032
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,sockets,balanced,0.2304,1904.4015882015228
8,80, ,#pragma omp parallel for,64,64,sockets,balanced,0.22936499999999999,1921.057978630066
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,sockets,balanced,0.30227000000000004,1939.5822138786316
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,2,64,threads,balanced,0.22758,1958.129348039627
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,threads,balanced,0.22875,1976.637966632843
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,256,64,threads,balanced,0.229015,1993.2286591529846
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,64,sockets,balanced,0.22983,2011.781112909317
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,64,4,sockets,balanced,0.228745,2030.2987458705902
8,160,#pragma clang loop unrolling full, ,32,64,cores,balanced,0.23021,2046.8768556118011
8,80, ,#pragma omp parallel for,64,64,threads,balanced,0.22876000000000002,2065.3879702091217
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,cores,balanced,0.301895,2082.4272468090057
8,64, ,#pragma omp parallel for,64,64,threads,balanced,0.228825,2099.0813019275665
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,threads,balanced,0.230135,2115.7670834064484
8,200,#pragma clang loop unrolling full, ,4,64,threads,balanced,0.228855,2132.544532775879
8,100, ,#pragma omp parallel for,64,64,sockets,balanced,0.22789,2149.2699315547943
8,10, ,#pragma omp parallel for,64,64,sockets,balanced,0.23332999999999998,2165.906026363373
8,160, , ,64,96,threads,disabled,0.2915,2182.886529445648
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,8,cores,balanced,0.302075,2201.4309346675873
8,200,#pragma clang loop unrolling full, ,128,64,sockets,balanced,0.229645,2218.154695749283
8,160,#pragma clang loop unrolling full, ,64,8,threads,balanced,0.230345,2234.8805813789368
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,8,sockets,balanced,0.22986,2253.3983404636383
8,160,#pragma clang loop unrolling full, ,64,64,threads,balanced,0.315345,2270.4986584186554
8,160, ,#pragma omp parallel for,64,4,sockets,balanced,0.22786,2289.0034897327423
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,threads,balanced,0.22886499999999999,2305.634649991989
8,10,#pragma clang loop unrolling full, ,64,64,threads,balanced,0.234155,2322.2967133522034
8,200, ,#pragma omp parallel for,2,64,threads,balanced,0.22947,2340.8556559085846
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,256,sockets,balanced,0.25248000000000004,2359.402951478958
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,4,64,sockets,balanced,0.228405,2377.908964395523
8,200, , ,32,64,sockets,balanced,0.229205,2394.7950298786163
8,160, ,#pragma omp parallel for,32,64,threads,balanced,0.228115,2413.333411216736
8,64,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,threads,balanced,0.229395,2429.9783895015717
8,160, ,#pragma omp parallel for,64,4,threads,balanced,0.302855,2448.4893317222595
8,200,#pragma clang loop unrolling full, ,96,64,threads,balanced,0.230375,2465.2224469184875
8,160, , ,4,64,sockets,balanced,0.230715,2482.033826112747
8,160, , ,16,64,sockets,balanced,0.22981000000000001,2498.5743911266327
8,40,#pragma clang loop unrolling full, ,64,64,threads,balanced,0.23000500000000001,2515.5510120391846
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,256,64,threads,balanced,0.23039500000000002,2534.113900899887
8,200, ,#pragma omp parallel for,64,64,sockets,balanced,0.230405,2552.6890206336975
8,64,#pragma clang loop unrolling full, ,64,64,sockets,balanced,0.23091499999999998,2569.401969432831
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,64,4,sockets,balanced,0.23039500000000002,2586.0210111141205
8,64,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,sockets,balanced,0.22914,2602.6985578536987
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,96,4,threads,balanced,0.23055,2621.2419860363007
8,200,#pragma clang loop unrolling full, ,64,4,sockets,balanced,0.22814,2637.843423128128
8,160,#pragma clang loop unrolling full, ,256,64,threads,balanced,0.316065,2654.876392841339
8,100,#pragma clang loop unrolling full, ,256,128,threads,balanced,0.317215,2671.8974204063416
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,threads,balanced,0.229205,2688.9281046390533
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,16,64,threads,balanced,0.22924,2705.5987033843994
8,100,#pragma clang loop unrolling full, ,16,8,threads,balanced,0.23067,2722.2885665893555
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,64,128,threads,balanced,0.22905999999999999,2738.9530823230743
8,64, ,#pragma omp parallel for,256,64,threads,balanced,0.229685,2755.679587841034
8,100,#pragma clang loop unrolling full, ,128,128,threads,balanced,0.31714,2772.7151775360107
8,200,#pragma clang loop unrolling full, ,128,32,threads,balanced,0.231465,2789.387286424637
8,100, ,#pragma omp parallel for,128,64,threads,balanced,0.23093000000000002,2806.063688516617
8,100,#pragma clang loop unrolling full, ,128,64,sockets,balanced,0.23118,2822.748458623886
8,20, ,#pragma omp parallel for,128,128,threads,balanced,0.30284,2839.7698092460632
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,256,96,sockets,balanced,0.228335,2856.497756242752
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,256,32,sockets,balanced,0.22969,2873.2172150611877
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,256,96,threads,balanced,0.229605,2889.9287869930267
8,64,#pragma clang loop unrolling full,#pragma omp parallel for,256,64,sockets,balanced,0.229705,2906.704456090927
