p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,4,4,1200,1400,0.7405990714670925,269.66444396972656
 , ,8,128,4,80,100,9.26985646630469e-05,321.03814029693604
 , ,80,80,4,240,260,0.0012437710958749,321.0678548812866
 , ,4,50,4,1200,1400,0.1742956738710104,321.0810673236847
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,100,4,80,100,0.0001328229145768,462.0005137920379
 , ,96,20,4,240,260,0.0015473912832132,462.017050743103
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,4,1200,1400,0.5049930694906948,462.0306334495544
 , ,8,8,4,80,100,0.0003969195183683,494.71405363082886
 , ,128,100,4,240,260,0.0011677888912773,494.7309193611145
 , ,100,4,16,1200,1400,1.5840779098214202,494.7481474876404
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,4,80,100,0.0001431964726089,627.2049005031586
 , ,64,2048,4,240,260,0.0010157566779479,627.2226312160492
#pragma clang loop(j2) pack array(data) allocate(malloc), ,100,16,4,1200,1400,0.4036544133911582,627.2372832298279
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,4,80,100,0.0001276563530831,774.0274107456207
 , ,100,128,4,240,260,0.0010917798883293,774.0460996627808
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,4,4,1200,1400,0.4647813002719766,774.0610899925232
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,80,4,80,100,0.000148837544992,918.437305688858
 , ,8,128,4,240,260,0.0010917616904584,918.4692015647888
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,8,4,1200,1400,0.4323846179683671,918.487289905548
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,20,80,100,7.47393568299915e-05,986.2421729564668
 , ,100,2048,4,240,260,0.001015763497517,986.2607531547546
 , ,4,8,8,1200,1400,2.181153886249625,986.27641415596
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,4,80,100,0.0001266699386629,1135.17848610878
 , ,96,4,4,240,260,0.0017745243725211,1135.2016215324402
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,4,1200,1400,0.4611622091049696,1135.218675851822
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,128,4,80,100,0.0001431960844471,1289.1933238506315
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,4,4,240,260,0.0036494650402973,1289.2129616737366
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,1200,1400,0.4736042018949717,1289.231514930725
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,80,100,0.0001266703030546,1446.2092537879944
 , ,128,64,4,240,260,0.0013197411645973,1446.229553937912
#pragma clang loop(j2) pack array(data) allocate(malloc), ,8,20,4,1200,1400,0.3647949943483218,1446.2465307712555
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,4,80,100,0.0001580817982447,1604.777358293533
 , ,96,128,4,240,260,0.001091777616024,1604.8088796138763
#pragma clang loop(j2) pack array(data) allocate(malloc), ,100,128,4,1200,1400,0.2963937125770854,1604.826414346695
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,4,80,100,0.0001580820200609,1763.933709859848
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,4,240,260,0.002955967633642,1763.958084821701
 , ,100,2048,4,1200,1400,0.1506529247349988,1763.9883353710177
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,32,32,80,100,0.0006540561529325,1848.6706745624545
 , ,80,2048,4,240,260,0.0010157589517833,1848.6913888454435
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,32,1200,1400,2.57822716633697,1848.7092671394348
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,20,80,100,5.542901791721407e-05,1939.161054134369
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,64,4,240,260,0.0031881158196196,1939.182551860809
#pragma clang loop(j2) pack array(data) allocate(malloc), ,96,2048,4,1200,1400,0.32407420642817897,1939.2064578533173
