p0,p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,64,128,128,40,20,0.0004457590914278,13.091652870178224
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,8,100,40,0.0091279122524747,13.097139835357666
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,16,8,500,120,13.552898691967323,14.623078107833862
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,256,40,20,0.0002844422305279,94.90050411224364
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,128,128,256,100,40,0.0100282960643875,94.9085910320282
 , , ,128,2048,20,500,120,2.038397621761995,94.91632342338562
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,8,4,40,20,0.0004111567737801,132.74525213241577
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,4,100,40,0.0101513120129539,132.75346422195437
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,80,128,128,500,120,2.6739712983773947,132.76163291931152
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,128,40,20,0.0011637546474522,172.174542427063
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,100,40,0.0707289004479063,172.1831455230713
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,2048,4,500,120,4.016182630092814,172.19169569015503
 , , ,128,16,256,40,20,0.0002697151173282,232.1336560249329
 , , ,128,4,128,100,40,0.0058663689128463,232.14264512062073
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,128,100,256,500,120,2.1987946538825347,232.1514732837677
 , , ,128,100,256,40,20,0.0002601502687756,274.9530653953552
 , , ,100,128,256,100,40,0.0056220056157149,274.9624960422516
 , , ,16,128,256,500,120,1.7137491585069975,274.9720482826233
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,256,40,20,0.0002607582711374,407.6843819618225
 , , ,4,8,32,100,40,0.0071357056434458,407.6961281299591
 , , ,50,2048,50,500,120,2.3957403886390254,407.7059118747711
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,40,20,0.0011099821900721,451.9993987083435
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,20,256,100,40,0.0220233330755675,452.00951504707336
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,32,256,500,120,1.6956380127055848,452.0198800563812
 , , ,128,4,16,40,20,0.0003427440369727,538.4237263202667
 , , ,128,4,8,100,40,0.011690042335064,538.4346041679382
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,4,4,500,120,4.446980467258239,538.4453029632568
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,256,40,20,0.0005450700613435,622.5833582878113
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,100,256,100,40,0.013025631779528,622.5967040061951
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,256,500,120,2.252787006618054,622.607589006424
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,4,4,40,20,0.0024035121334304,757.5830068588257
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,20,4,128,100,40,0.0091856026485513,757.5944981575012
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,4,8,128,500,120,2.8493605239768285,757.60564661026
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,16,128,40,20,0.0002833872836694,830.5559117794037
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,8,128,100,40,0.0247877165420271,830.5684568881989
