p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
 , ,8,32,256,80,100,0.0011197555720816,10.355976581573486
#pragma clang loop(j2) pack array(data) allocate(malloc), ,128,32,32,240,260,0.0194083027802344,10.36312699317932
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,20,8,1200,1400,0.5811510811723324,11.741533041000366
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,100,80,100,0.0011386340532799,112.46555042266846
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,80,240,260,0.0248026881804927,112.472740650177
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,100,1200,1400,3.2806978826034507,112.47995185852052
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,128,4,80,100,0.0001115791846929,170.80600023269653
#pragma clang loop(j2) pack array(data) allocate(malloc), ,16,128,4,240,260,0.0044567170007491,170.81367015838623
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,80,4,1200,1400,0.3289669275689775,170.82125544548035
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,128,4,80,100,0.0001276569829665,297.92302107810974
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,4,240,260,0.0031107997285337,297.9310202598572
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,4,1200,1400,0.3940888162345715,297.9390139579773
 , ,128,128,4,80,100,9.26978637001454e-05,338.2671136856079
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,4,240,260,0.0050984847105747,338.2755241394043
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,256,1200,1400,4.190312031237174,338.28394174575806
#pragma clang loop(j2) pack array(data) allocate(malloc), ,16,8,4,80,100,0.0002632470538545,380.62625885009766
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,240,260,0.0050984618513122,380.6350646018982
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,4,1200,1400,0.4356205296065751,380.64396142959595
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,8,80,100,0.0003563068104476,409.5469515323639
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,8,240,260,0.0058469780461619,409.5561740398407
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,8,1200,1400,0.5287117434986541,409.565395116806
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,4,80,100,0.0001266700852056,450.3641355037689
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,4,240,260,0.0028784202712452,450.3738162517547
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,1200,1400,0.555024993344901,450.38363313674927
 , ,100,128,4,80,100,9.269794235191767e-05,496.7681519985199
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,4,240,260,0.0028784157312457,496.7781360149383
#pragma clang loop(j2) pack array(data) allocate(malloc), ,50,100,4,1200,1400,0.2990767848857416,496.7883739471435
 , ,16,128,4,80,100,9.26984875452888e-05,540.4279823303223
 , ,32,2048,8,240,260,0.0041120929546815,540.4386427402496
 , ,4,128,16,1200,1400,1.550507686522872,540.4489223957062
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,80,100,0.0001266695677206,588.7484457492828
 , ,128,64,4,240,260,0.0013197411645973,588.7594227790833
#pragma clang loop(j2) pack array(data) allocate(malloc), ,128,4,4,1200,1400,0.8033440105055963,588.770200252533
 , ,64,2048,4,80,100,8.55076698815185e-05,623.4527006149292
 , ,80,100,4,240,260,0.0011677820753194,623.4647541046143
#pragma clang loop(j2) pack array(data) allocate(malloc), ,100,16,64,1200,1400,3.4983628556609783,623.4758732318878
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,4,80,100,0.0004241548418679,652.9573781490326
 , ,128,100,4,240,260,0.0011677888912773,652.9696838855743
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,8,1200,1400,0.5683636120821486,652.9812390804291
 , ,96,128,4,80,100,9.269802081193644e-05,696.6781830787659
