p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
 , ,20,2048,4,240,260,0.0010157498525685,696.6908180713654
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,16,4,1200,1400,0.5549009282515199,696.702693939209
 , ,4,128,4,80,100,9.269864158905608e-05,734.806556224823
 , ,4,80,4,240,260,0.0012437551671045,734.819516658783
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,8,1200,1400,0.5107956989962681,734.8333394527435
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,8,64,80,100,0.0008989943225113,770.7457919120789
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,8,64,240,260,0.0210829789921839,770.759263753891
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,64,1200,1400,2.901490778354125,770.7719194889069
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,20,80,100,5.542852357177576e-05,801.3307673931122
 , ,16,128,4,240,260,0.0010917639676208,801.3445107936859
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,20,1200,1400,0.5483240827910167,801.3575527667999
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,20,80,100,0.0003698129158355,858.1813561916351
 , ,80,2048,4,240,260,0.0010157589517833,858.1969482898712
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,32,20,1200,1400,0.8825542197374966,858.2119014263153
 , ,80,2048,4,80,100,8.550759676098673e-05,921.9226295948029
 , ,4,128,4,240,260,0.0010917594126018,921.937206029892
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,8,1200,1400,0.4402066824630175,921.9509785175323
 , ,4,128,8,80,100,0.0003662079714625,973.9379358291626
 , ,4,2048,4,240,260,0.001015743021379,973.9556062221528
 , ,4,100,50,1200,1400,3.314594524382171,973.9697721004486
 , ,128,2048,4,80,100,8.550737633813868e-05,1017.0611486434937
 , ,100,2048,4,240,260,0.001015763497517,1017.0765538215636
 , ,8,128,128,1200,1400,3.397727465921847,1017.0927138328552
 , ,96,8,4,80,100,0.0003969188093163,1164.4097228050232
 , ,20,8,4,240,260,0.0016988733323529,1164.425392627716
#pragma clang loop(j2) pack array(data) allocate(malloc), ,96,2048,256,1200,1400,2.679655255677823,1164.440428495407
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,8,80,100,0.0005038173437674,1301.7682662010193
 , ,16,2048,4,240,260,0.0010157475761507,1301.7843565940857
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,32,1200,1400,2.1076795453737662,1301.7998051643372
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,20,80,100,0.0002325828036484,1396.3178288936615
 , ,8,2048,4,240,260,0.0010157452990877,1396.334184885025
#pragma clang loop(j2) pack array(data) allocate(malloc), ,128,128,4,1200,1400,0.2978476472623299,1396.351472377777
#pragma clang loop(j2) pack array(data) allocate(malloc), ,128,128,4,80,100,0.0001115784079985,1483.745495080948
 , ,8,50,4,240,260,0.0013956501416997,1483.7667427062988
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,4,1200,1400,0.4889031844253794,1483.7840945720673
#pragma clang loop(j2) pack array(data) allocate(malloc), ,100,2048,4,80,100,0.0001202381298513,1556.7349309921265
 , ,4,100,4,240,260,0.0011677661454408,1556.7520949840546
 , ,100,2048,20,1200,1400,0.1694475212970535,1556.7685844898224
 , ,128,8,4,80,100,0.0003969185993405,1589.141881942749
 , ,128,2048,4,240,260,0.0010157657694157,1589.1592965126038
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,8,256,1200,1400,3.625635284537374,1589.1777882575989
#pragma clang loop(j2) pack array(data) allocate(malloc), ,128,2048,4,80,100,0.000120238055982,1699.9794957637787
 , ,64,128,4,240,260,0.0010917730693319,1699.9982056617737
 , ,96,128,20,1200,1400,0.1776222012022401,1700.0159649848938
#pragma clang loop(j2) pack array(data) allocate(malloc), ,50,2048,4,80,100,0.0001202384228413,1814.319059371948
 , ,16,64,4,240,260,0.0013197229789733,1814.337333202362
 , ,128,4,16,1200,1400,1.5750386058709227,1814.356190919876
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,4,80,100,0.0001580817982447,1911.1509668827057
 , ,8,80,4,240,260,0.0012437574450143,1911.169546842575
 , ,128,2048,20,1200,1400,0.17042536234330885,1911.1876397132874
