input,p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,elapsed_sec
100000,7,1000, , ,16,2,20,compact,cores,1.4647450000000002,1877.725611448288
100000,5,1600, , ,2,128,200,compact,sockets,1.49979,1897.8396031856537
100000,8,200,#pragma clang loop unrolling full,#pragma omp parallel for,2,2,128,explicit,sockets,1.363075,1918.399888753891
100000,8,400,#pragma clang loop unrolling full,#pragma omp parallel for,256,96,40,explicit,sockets,1.38625,1938.7722675800323
100000,5,2000,#pragma clang loop unrolling full, ,8,96,160,disabled,cores,1.4062000000000001,1958.858559846878
100000,5,640, ,#pragma omp parallel for,16,8,80,compact,sockets,1.3948200000000002,1979.5267009735107
100000,6,200,#pragma clang loop unrolling full,#pragma omp parallel for,32,2,200,scatter,cores,1.37589,1999.485478401184
100000,7,400, , ,256,2,160,compact,cores,1.401275,2019.1992893218994
100000,7,200, , ,96,8,200,compact,cores,1.3856,2039.4057598114014
100000,5,1280, ,#pragma omp parallel for,2,256,10,compact,threads,1.401415,2059.3396451473236
100000,4,200,#pragma clang loop unrolling full,#pragma omp parallel for,96,256,200,compact,cores,1.34863,2079.1623532772064
100000,4,1000, ,#pragma omp parallel for,2,4,64,none,sockets,1.370865,2099.218159675598
100000,8,2000, ,#pragma omp parallel for,2,16,160,scatter,sockets,1.5520200000000002,2120.1408190727234
100000,5,100,#pragma clang loop unrolling full,#pragma omp parallel for,8,256,80,compact,sockets,1.36679,2140.0687901973724
100000,4,2000,#pragma clang loop unrolling full, ,128,4,128,scatter,sockets,1.45272,2160.2128269672394
100000,6,200, ,#pragma omp parallel for,4,4,10,disabled,cores,1.364705,2180.675047159195
100000,8,1000, , ,2,4,64,explicit,cores,1.4356849999999999,2201.0659017562866
100000,4,1600,#pragma clang loop unrolling full,#pragma omp parallel for,8,2,64,explicit,cores,1.394285,2221.2944915294647
100000,4,100, , ,8,4,10,none,threads,1.35936,2241.3480241298676
100000,6,100,#pragma clang loop unrolling full,#pragma omp parallel for,4,2,200,compact,threads,1.359885,2261.5403804779053
100000,5,100, , ,96,16,10,disabled,cores,1.37519,2281.4779431819916
100000,4,200, ,#pragma omp parallel for,128,256,128,disabled,sockets,1.35185,2301.8287847042084
100000,4,2000,#pragma clang loop unrolling full, ,96,8,40,compact,threads,1.41503,2321.6496419906616
100000,8,100,#pragma clang loop unrolling full,#pragma omp parallel for,32,256,10,compact,cores,1.38776,2341.868080854416
100000,4,1600, ,#pragma omp parallel for,128,96,10,compact,threads,1.36747,2362.19087767601
100000,4,200,#pragma clang loop unrolling full, ,2,128,64,disabled,sockets,1.373845,2382.018320083618
100000,4,400,#pragma clang loop unrolling full, ,2,256,10,scatter,threads,1.389575,2401.931503534317
100000,4,1000, ,#pragma omp parallel for,128,16,80,compact,threads,1.365985,2422.386393547058
100000,4,100, ,#pragma omp parallel for,2,32,10,disabled,cores,1.362775,2442.340945005417
100000,4,100,#pragma clang loop unrolling full,#pragma omp parallel for,16,8,64,scatter,threads,1.358025,2462.306121826172
100000,4,800,#pragma clang loop unrolling full,#pragma omp parallel for,16,256,64,compact,threads,1.3288,2482.732095718384
100000,8,100,#pragma clang loop unrolling full,#pragma omp parallel for,96,96,80,balanced,cores,1.342345,2502.667752981186
100000,4,100,#pragma clang loop unrolling full,#pragma omp parallel for,4,2,160,disabled,cores,1.335365,2522.5613322257996
100000,5,400, , ,256,8,160,balanced,cores,1.3586,2542.585035800934
100000,5,100,#pragma clang loop unrolling full, ,32,2,128,compact,cores,1.3461699999999999,2562.378561258316
100000,5,100,#pragma clang loop unrolling full, ,256,4,10,scatter,cores,1.3502,2582.2159695625305
100000,4,100, , ,2,2,160,none,threads,1.341185,2601.820700645447
100000,4,100,#pragma clang loop unrolling full, ,256,2,160,none,sockets,1.3440349999999999,2622.399162530899
100000,4,640, , ,2,128,10,compact,cores,1.35499,2642.1923294067383
100000,4,400,#pragma clang loop unrolling full, ,256,2,200,compact,cores,1.34429,2661.7862017154694
100000,8,640, , ,128,64,128,compact,sockets,1.37451,2681.587864637375
100000,5,100, , ,32,2,200,compact,sockets,1.3767,2702.0151159763336
100000,5,100,#pragma clang loop unrolling full,#pragma omp parallel for,8,4,128,compact,sockets,1.36307,2721.9981894493103
100000,4,2000,#pragma clang loop unrolling full, ,96,8,10,disabled,cores,1.4210099999999999,2741.879289627075
100000,4,100, , ,256,64,20,compact,sockets,1.36446,2762.7497119903564
100000,4,400, , ,96,128,10,compact,threads,1.33785,2782.529619693756
100000,8,100,#pragma clang loop unrolling full,#pragma omp parallel for,32,32,200,scatter,cores,1.39084,2802.7247054576874
100000,5,1600, ,#pragma omp parallel for,128,256,160,compact,cores,1.4066299999999998,2823.387768983841
100000,7,2000,#pragma clang loop unrolling full, ,128,16,10,none,cores,1.48277,2843.517995595932
100000,6,200,#pragma clang loop unrolling full,#pragma omp parallel for,256,2,10,balanced,cores,1.334085,2863.4829664230347
100000,5,200,#pragma clang loop unrolling full,#pragma omp parallel for,2,32,10,compact,sockets,1.354515,2884.1573927402496
100000,4,2000, , ,128,256,100,explicit,sockets,1.4074849999999999,2904.049250125885
100000,8,100, ,#pragma omp parallel for,128,96,10,balanced,cores,1.375085,2924.356411933899
100000,4,1000,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,80,compact,sockets,1.349055,2944.8028795719147
100000,6,100,#pragma clang loop unrolling full,#pragma omp parallel for,2,64,200,disabled,cores,1.366055,2964.9115698337555
100000,5,100, , ,16,96,200,compact,cores,1.33506,2984.7216460704803
100000,4,2000, , ,96,128,160,disabled,cores,1.38945,3005.1355187892914
100000,5,100, ,#pragma omp parallel for,8,4,128,compact,cores,1.36886,3025.181090593338
100000,4,200, , ,32,128,160,explicit,cores,1.36269,3045.0321168899536
100000,7,100, ,#pragma omp parallel for,256,16,100,balanced,cores,1.3431099999999998,3065.8064353466034
100000,4,100, ,#pragma omp parallel for,128,2,128,explicit,sockets,1.328705,3085.818588256836
100000,6,100, ,#pragma omp parallel for,256,32,200,compact,cores,1.3357999999999999,3105.9556124210358
100000,4,400,#pragma clang loop unrolling full, ,96,2,40,explicit,sockets,1.33476,3126.3395462036133
100000,4,640, , ,128,32,10,scatter,cores,1.3451650000000002,3146.078532934189
100000,5,100, ,#pragma omp parallel for,256,64,64,compact,cores,1.321685,3166.317369222641
100000,8,640,#pragma clang loop unrolling full, ,96,8,200,none,cores,1.37174,3187.1179761886597
100000,8,640,#pragma clang loop unrolling full, ,2,96,10,scatter,threads,1.3683450000000001,3206.8097569942474
100000,5,2000,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,128,explicit,threads,1.369715,3227.197632074356
100000,5,400,#pragma clang loop unrolling full, ,64,64,20,compact,threads,1.332935,3247.525879383087
100000,4,640,#pragma clang loop unrolling full,#pragma omp parallel for,64,8,200,compact,threads,1.33938,3267.5466125011444
100000,8,1280, ,#pragma omp parallel for,2,96,200,scatter,cores,1.38378,3288.4048204421997
100000,6,100, ,#pragma omp parallel for,256,32,160,explicit,sockets,1.3352,3308.965688943863
100000,4,800,#pragma clang loop unrolling full, ,96,16,64,explicit,cores,1.33583,3328.864987850189
100000,8,100, ,#pragma omp parallel for,32,256,80,compact,sockets,1.3443999999999998,3349.0585947036743
