p0,p1,p2,p3,p4,p5,p6,p7,objective,elapsed_sec
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,16,16,threads,balanced,0.391525,1273.7142941951752
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,8,sockets,balanced,0.392675,1292.1750402450562
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,16,8,sockets,balanced,0.550215,1310.6606702804565
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,16,4,cores,balanced,0.47707499999999997,1329.1108713150024
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,8,threads,balanced,0.5506249999999999,1347.591385602951
8,100,#pragma clang loop unrolling full, ,128,64,sockets,balanced,0.45436,1366.0751643180847
8,200,#pragma clang loop unrolling full, ,32,96,threads,balanced,0.5870850000000001,1384.566695690155
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,4,96,threads,balanced,0.396635,1403.026701927185
8,10,#pragma clang loop unrolling full,#pragma omp parallel for,128,96,threads,balanced,0.55994,1421.4913849830627
8,160, ,#pragma omp parallel for,128,32,sockets,balanced,0.39434499999999995,1439.9910788536072
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,cores,balanced,0.39472,1458.5071787834167
8,80, ,#pragma omp parallel for,4,32,sockets,balanced,0.39336499999999996,1476.9921448230743
7,160, , ,16,64,sockets,balanced,0.44644,1495.4775581359863
8,40, ,#pragma omp parallel for,8,32,sockets,balanced,0.39622,1513.99440741539
7,100, , ,4,96,threads,balanced,0.45194999999999996,1532.4619886875153
8,64, ,#pragma omp parallel for,4,96,sockets,balanced,0.526255,1550.9889695644379
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,64,96,threads,balanced,0.39538,1568.0379753112793
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,4,96,threads,balanced,0.393995,1586.5679695606232
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,96,96,threads,balanced,0.50856,1605.070088148117
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,threads,balanced,0.410165,1623.5931572914124
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,32,256,sockets,balanced,0.393485,1642.141015291214
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,128,96,cores,balanced,0.39455,1660.6456327438354
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,2,256,sockets,balanced,0.39281,1679.1509063243866
7,80, , ,64,96,sockets,none,0.5401199999999999,1697.6432511806488
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,cores,balanced,0.548915,1716.1812543869019
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,8,256,sockets,balanced,0.395395,1733.1755602359772
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,96,64,sockets,balanced,0.39304,1751.6873552799225
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,256,16,sockets,balanced,0.51902,1770.1821656227112
8,160, ,#pragma omp parallel for,64,4,sockets,balanced,0.39152,1788.7424483299255
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,4,cores,balanced,0.39517,1807.2590670585632
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,32,16,sockets,balanced,0.39331000000000005,1824.3351964950562
8,20,#pragma clang loop unrolling full,#pragma omp parallel for,32,2,sockets,balanced,0.55183,1842.8531534671783
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,256,2,sockets,balanced,0.39224499999999995,1861.354957818985
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,sockets,balanced,0.39329499999999995,1879.8958883285522
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,4,2,sockets,balanced,0.54838,1898.4731369018555
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,32,4,sockets,balanced,0.39778,1917.0250685214996
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,32,256,sockets,balanced,0.39591,1935.5473353862762
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,64,32,sockets,balanced,0.547835,1954.1150124073029
7,64, ,#pragma omp parallel for,8,128,sockets,balanced,0.45099999999999996,1972.635066986084
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,sockets,balanced,0.39527999999999996,1991.178411245346
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,cores,balanced,0.394835,2009.7671570777893
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,128,sockets,balanced,0.393515,2028.31138920784
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,256,threads,balanced,0.39415,2046.8400492668152
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,sockets,balanced,0.395215,2063.923543214798
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,16,sockets,balanced,0.39352,2082.502021551132
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,32,threads,balanced,0.39737,2101.026413679123
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,64,256,sockets,balanced,0.396405,2119.5590732097626
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,2,96,sockets,none,0.483325,2138.1147186756134
7,64, ,#pragma omp parallel for,64,8,sockets,none,0.53557,2156.669873714447
6,10, ,#pragma omp parallel for,16,128,threads,balanced,0.5283,2175.200594186783
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,2,32,sockets,balanced,0.394215,2193.760121822357
8,160, ,#pragma omp parallel for,8,32,sockets,balanced,0.39259,2212.3356280326843
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,32,sockets,balanced,0.39437500000000003,2230.8436748981476
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,sockets,balanced,0.39388500000000004,2249.3864874839783
3,128, , ,16,96,threads,balanced,1.451765,2269.9241876602173
8,160, ,#pragma omp parallel for,64,256,sockets,balanced,0.39349500000000004,2288.4921641349792
8,160, ,#pragma omp parallel for,2,32,sockets,balanced,0.498685,2307.0287590026855
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,96,96,sockets,balanced,0.39441000000000004,2325.574074268341
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,4,sockets,balanced,0.394305,2344.153243303299
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,96,cores,balanced,0.38972,2362.7154178619385
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,16,64,sockets,balanced,0.39602000000000004,2381.2366931438446
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,16,32,sockets,balanced,0.39574,2399.7975504398346
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,64,96,cores,balanced,0.547355,2418.4577758312225
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,sockets,balanced,0.39422999999999997,2437.052882909775
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,64,96,sockets,balanced,0.395065,2454.171206474304
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,8,96,sockets,balanced,0.48808,2472.760848045349
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,64,128,sockets,balanced,0.394665,2491.3187692165375
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,256,threads,balanced,0.394795,2509.968554496765
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,32,128,threads,balanced,0.47158,2528.560842514038
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,256,16,sockets,balanced,0.39370499999999997,2547.1895730495453
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,8,256,sockets,balanced,0.554415,2565.737694501877
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,32,256,sockets,balanced,0.470815,2584.350424051285
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,16,256,sockets,balanced,0.39492499999999997,2602.935195684433
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,16,cores,balanced,0.39544,2621.50559258461
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,256,96,threads,balanced,0.398135,2638.618268966675
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,96,16,sockets,balanced,0.39519,2657.2467176914215
8,80, ,#pragma omp parallel for,128,32,sockets,balanced,0.39527999999999996,2675.797898054123
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,96,threads,balanced,0.44994,2694.373354911804
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,16,96,cores,balanced,0.39542,2712.9574625492096
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,8,sockets,balanced,0.499595,2731.563057422638
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,sockets,balanced,0.39222999999999997,2750.1136033535004
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,256,sockets,balanced,0.39286,2768.6605405807495
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,4,256,sockets,balanced,0.394035,2787.2373328208923
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,4,128,sockets,balanced,0.5473399999999999,2805.8031063079834
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,2,sockets,balanced,0.39354999999999996,2824.3591601848602
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,96,2,sockets,balanced,0.395705,2842.9590225219727
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,2,cores,balanced,0.39586,2861.537033557892
8,160, ,#pragma omp parallel for,128,16,cores,balanced,0.5007649999999999,2880.0906426906586
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,16,sockets,balanced,0.49599,2898.6674830913544
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,64,96,sockets,balanced,0.50105,2917.2773518562317
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,128,64,cores,balanced,0.39486,2934.371344566345
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,128,32,sockets,balanced,0.39468000000000003,2952.9529359340668
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,64,sockets,balanced,0.469235,2971.493339538574
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,96,32,cores,balanced,0.394345,2990.087707042694
