p0,p1,p2,p3,p4,p5,p6,p7,objective,elapsed_sec
8,10, ,#pragma omp parallel for,256,32,cores,scatter,2.3246,5110.980334043503
6,128,#pragma clang loop unrolling full,#pragma omp parallel for,8,4,sockets,explicit,3.019905,5134.979889154434
5,200,#pragma clang loop unrolling full, ,16,128,cores,explicit,3.7091000000000003,5160.9799547195435
5,100,#pragma clang loop unrolling full, ,2,2,sockets,disabled,3.740345,5186.980121135712
4,200,#pragma clang loop unrolling full, ,128,8,sockets,scatter,4.60936,5214.980041503906
4,200, , ,64,128,sockets,compact,4.5547450000000005,5242.979923725128
5,64, , ,8,96,threads,balanced,4.387815,5270.980073213577
4,160,#pragma clang loop unrolling full,#pragma omp parallel for,256,64,cores,disabled,4.596595,5299.514533519745
5,200,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,threads,compact,3.76051,5326.979970216751
4,10,#pragma clang loop unrolling full,#pragma omp parallel for,2,32,sockets,scatter,4.622999999999999,5355.103298187256
2,10, ,#pragma omp parallel for,4,256,sockets,scatter,9.163825,5398.980037212372
8,100,#pragma clang loop unrolling full, ,256,4,cores,disabled,2.26574,5420.980411052704
6,200,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,sockets,scatter,3.0547750000000002,5444.978178024292
3,160, , ,32,256,cores,disabled,6.343475,5478.979701519012
2,200, , ,4,8,sockets,explicit,7.66394,5516.980049371719
5,200, , ,2,4,sockets,disabled,3.668025,5542.979749441147
3,80, ,#pragma omp parallel for,64,96,cores,none,5.910825,5575.433589696884
8,40, ,#pragma omp parallel for,16,16,threads,disabled,2.275675,5596.979686737061
7,100, , ,96,4,sockets,balanced,3.26228,5620.979658603668
4,128,#pragma clang loop unrolling full,#pragma omp parallel for,32,8,threads,scatter,4.598115,5650.979970932007
8,20,#pragma clang loop unrolling full,#pragma omp parallel for,96,96,sockets,disabled,2.321085,5672.979817867279
7,40,#pragma clang loop unrolling full, ,256,96,sockets,balanced,3.30542,5696.980139017105
