p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,128,64,80,100,0.0008400596637848,8.886843204498291
 , ,128,100,50,240,260,0.0174101805636073,8.892135620117188
#pragma clang loop(j2) pack array(data) allocate(malloc), ,8,32,16,1200,1400,2.188720182336105,10.255171537399292
 , ,4,8,256,80,100,0.0011021245970144,42.37233114242554
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,4,256,240,260,0.03095388344169,42.379669427871704
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,80,256,1200,1400,3.684278997509761,42.38693690299988
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,128,4,80,100,0.0001276564327428,81.40823578834534
 , ,96,2048,4,240,260,0.0010157612249729,81.41599750518799
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,4,128,1200,1400,3.575755466036867,81.42370772361755
 , ,4,128,4,80,100,9.269864158905608e-05,113.66623425483704
 , ,4,128,4,240,260,0.0010917594126018,113.67427325248718
 , ,8,2048,4,1200,1400,0.1644401312618129,113.682293176651
 , ,4,20,4,80,100,0.0002862524761655,151.52858757972717
 , ,16,64,4,240,260,0.0013197229789733,151.53702855110168
 , ,4,100,4,1200,1400,0.159427768337153,151.54546642303467
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,80,100,0.0001266703030546,205.21036005020144
 , ,16,2048,4,240,260,0.0010157475761507,205.21936702728271
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,1200,1400,0.4736042018949717,205.2282304763794
 , ,32,2048,4,80,100,8.550781559194844e-05,252.47900319099423
 , ,8,128,4,240,260,0.0010917616904584,252.48833227157593
 , ,4,2048,4,1200,1400,0.1682584168206062,252.4978024959564
 , ,4,2048,4,80,100,8.550810489027657e-05,309.9833118915558
 , ,4,100,4,240,260,0.0011677661454408,309.9931437969208
 , ,4,4,4,1200,1400,2.051930858114997,310.00296449661255
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,4,4,80,100,0.000424155666157,343.38665080070496
 , ,20,4,4,240,260,0.0017745130228967,343.3966715335846
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,100,4,1200,1400,0.4974787029272107,343.4070076942444
#pragma clang loop(j2) pack array(data) allocate(malloc), ,20,2048,4,80,100,0.000120238567844,391.3755202293396
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,16,4,240,260,0.0034961815112702,391.38611459732056
#pragma clang loop(j2) pack array(data) allocate(malloc), ,8,2048,4,1200,1400,0.3289642672305604,391.3965275287628
 , ,4,100,4,80,100,0.0001067477914897,428.0517473220825
 , ,8,8,4,240,260,0.0016988687833115,428.0626256465912
 , ,4,2048,8,1200,1400,0.1696768190261224,428.07330107688904
 , ,16,2048,4,80,100,8.55079605948687e-05,464.0368263721466
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,8,4,240,260,0.0035729120106218,464.0480396747589
 , ,8,128,4,1200,1400,0.1601737608301903,464.0593152046203
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,4,8,80,100,0.0005756849207662,564.4007804393768
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,4,8,240,260,0.0088735309018276,564.4124550819397
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,4,4,1200,1400,0.8962318249883175,564.4241247177124
 , ,64,2048,4,80,100,8.55076698815185e-05,697.22505235672
 , ,32,2048,4,240,260,0.0010157521283405,697.237044095993
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,100,8,1200,1400,0.4370227559157698,697.24911236763
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,100,4,80,100,0.0001348148890322,733.0488569736481
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,4,240,260,0.0029559630978305,733.0613763332367
 , ,4,2048,16,1200,1400,1.606314054322988,733.0751492977142
 , ,32,128,4,80,100,9.269833273450996e-05,818.1222002506256
 , ,50,2048,4,240,260,0.0010157544034668,818.1356859207153
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,20,4,1200,1400,0.3647832027228342,818.1486723423004
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,256,80,100,0.0010305259634899,859.3415420055389
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,256,240,260,0.0272617383435906,859.3553740978241
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,256,1200,1400,4.4786755946733425,859.3684258460999
 , ,96,2048,50,80,100,0.0009370809023046,901.781788110733
 , ,80,4,4,240,260,0.0017745221048519,901.795979976654
 , ,96,128,50,1200,1400,3.195139507053088,901.8109147548676
 , ,20,128,4,80,100,9.269841023577504e-05,947.9670972824096
 , ,8,4,4,240,260,0.0017745084751519,947.9818434715272
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,4,1200,1400,0.5283809355064193,947.9956440925598
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,4,80,100,0.0001266702307003,992.6562016010284
 , ,4,2048,4,240,260,0.001015743021379,992.6711790561676
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,100,4,1200,1400,0.3096918932341452,992.6854388713836
#pragma clang loop(j2) pack array(data) allocate(malloc), ,128,4,4,80,100,0.0003058979907229,1027.8202023506165
 , ,8,50,4,240,260,0.0013956501416997,1027.835372209549
 , ,100,2048,4,1200,1400,0.1506529247349988,1027.85151720047
#pragma clang loop(j2) pack array(data) allocate(malloc), ,128,2048,4,80,100,0.000120238055982,1063.820373058319
 , ,8,100,4,240,260,0.0011677684233644,1063.836255788803
