p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,16,4,80,100,0.0003220549530588,1540.095496892929
 , ,20,128,4,240,260,0.0010917662440891,1540.112736940384
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,20,80,1200,1400,3.145718902766366,1540.1293501853943
#pragma clang loop(j2) pack array(data) allocate(malloc), ,64,2048,4,80,100,0.0001202383499669,1654.769522190094
 , ,8,2048,8,240,260,0.0041120858355593,1654.7873351573944
 , ,96,2048,8,1200,1400,0.1516989521181173,1654.8061590194702
#pragma clang loop(j2) pack array(data) allocate(malloc), ,32,2048,4,80,100,0.000120238495467,1728.0478515625
 , ,8,128,4,240,260,0.0010917616904584,1728.0657658576963
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,2048,80,1200,1400,3.2564241050707015,1728.0830657482147
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,4,80,100,0.0001580822389341,1811.400728225708
 , ,4,32,4,240,260,0.0014715354363549,1811.4190785884855
 , ,100,4,256,1200,1400,3.1030956940504315,1811.4378368854525
 , ,96,2048,4,80,100,8.550752346358213e-05,1948.6014704704285
 , ,50,128,4,240,260,0.001091770794945,1948.6201617717743
 , ,128,2048,100,1200,1400,3.3788734235381934,1948.6381118297577
