p1,p2,p3,p4,p5,t0,objective,elapsed_sec
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,64,256,2800,19.764541289504297,1724.4254696369171
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,80,180,0.0044778538109612,1803.759834766388
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,50,500,0.0914689194545943,1803.7779915332792
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,4,4,2800,17.981588521469604,1803.7930216789248
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,8,180,0.0044778682962757,1880.8661081790924
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,500,0.0920016913794632,1880.8844594955444
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,4,2800,17.73368821140918,1880.899778842926
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,180,0.0044778710018962,1958.0415296554563
 , ,100,100,128,500,0.0914688477135673,1958.0599172115328
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,20,16,2800,0.0,1958.0771465301511
#pragma clang loop(j2) pack array(path) allocate(malloc), ,4,128,128,180,0.0044778486721197,2036.0193197727203
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,500,0.0914690925776499,2036.0390055179596
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,32,4,2800,0.0,2036.055057287216
#pragma clang loop(j2) pack array(path) allocate(malloc), ,100,8,4,180,0.0044778709697729,2114.14008808136
 , ,100,4,4,500,0.0914691344978922,2114.1594638824463
 , ,128,20,100,2800,4.167840573565645,2114.1761248111725
 , ,64,8,128,180,0.0044778488563092,2201.3845229148865
 , ,50,100,256,500,0.0914688102032575,2201.404137134552
#pragma clang loop(j2) pack array(path) allocate(malloc), ,128,20,8,2800,16.71352537098769,2201.42099070549
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,256,180,0.0044778462033899,2280.618093252182
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,256,500,0.0914687774735363,2280.6382575035095
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,64,4,2800,12.076099199846508,2280.657166481018
#pragma clang loop(j2) pack array(path) allocate(malloc), ,20,2048,4,180,0.0044778707482762,2359.287487745285
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,64,500,0.0914689169504913,2359.30771112442
 , ,100,4,256,2800,17.963050706755133,2359.325224876404
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,8,256,180,0.0044778463856435,2437.1700332164764
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,100,500,0.0914688472445128,2437.1917963027954
#pragma clang loop(j2) pack array(path) allocate(malloc), ,128,128,4,2800,16.917945343237395,2437.2099952697754
