p0,p1,p2,p3,p4,p5,p6,p7,objective,elapsed_sec
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,256,2,sockets,balanced,2.3255,4052.9574677944183
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,256,2,cores,balanced,2.3205,4077.3908207416534
8,160, ,#pragma omp parallel for,64,2,cores,balanced,2.7445000000000004,4103.859367847443
8,64, ,#pragma omp parallel for,2,96,cores,balanced,2.322,4126.657277584076
8,10, ,#pragma omp parallel for,128,96,sockets,balanced,2.3529999999999998,4149.57349896431
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,2,2,cores,balanced,2.3,4172.471391916275
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,2,128,sockets,balanced,2.3015,4195.208691120148
8,128, ,#pragma omp parallel for,2,128,cores,balanced,2.3070000000000004,4219.616277456284
8,64,#pragma clang loop unrolling full, ,2,256,sockets,balanced,2.3034999999999997,4242.4527323246
8,20,#pragma clang loop unrolling full,#pragma omp parallel for,2,32,cores,balanced,2.3289999999999997,4265.3029754161835
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,2,2,cores,balanced,2.3445,4289.751913309097
8,64,#pragma clang loop unrolling full, ,16,8,sockets,balanced,2.3155,4312.678213834763
8,64,#pragma clang loop unrolling full,#pragma omp parallel for,128,2,sockets,balanced,2.295,4335.504284858704
8,128, ,#pragma omp parallel for,2,128,sockets,balanced,2.3105,4359.940782785416
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,2,128,sockets,balanced,2.3064999999999998,4384.352216959
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,4,128,cores,balanced,2.3070000000000004,4408.82256436348
8,64,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,cores,balanced,2.3135,4431.637761592865
8,64,#pragma clang loop unrolling full,#pragma omp parallel for,128,8,sockets,balanced,2.287,4454.470527648926
8,64, ,#pragma omp parallel for,2,2,sockets,balanced,2.316,4477.388281822205
8,64, ,#pragma omp parallel for,2,32,sockets,balanced,2.295,4500.250937461853
8,64,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,sockets,balanced,2.3049999999999997,4524.705330371857
8,64,#pragma clang loop unrolling full, ,8,8,sockets,balanced,2.3129999999999997,4547.6051144599915
8,64,#pragma clang loop unrolling full, ,96,2,sockets,balanced,2.3175,4570.521975040436
