p0,p1,p2,p3,p4,p5,p6,p7,objective,elapsed_sec
8,20,#pragma clang loop unrolling full, ,2,256,cores,balanced,1.33662,2289.091620206833
8,64, ,#pragma omp parallel for,2,256,threads,balanced,0.99534,2307.9323585033417
8,160,#pragma clang loop unrolling full, ,96,96,cores,balanced,1.45442,2328.4173238277435
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,2,96,cores,balanced,0.99284,2348.9170928001404
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,96,cores,balanced,1.38832,2369.7002794742584
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,16,32,sockets,balanced,1.37472,2390.3776590824127
8,160, ,#pragma omp parallel for,128,256,threads,balanced,0.9895799999999999,2410.837059736252
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,256,4,cores,balanced,0.99909,2431.2890026569366
8,160, ,#pragma omp parallel for,96,128,cores,balanced,1.05963,2451.7432885169983
8,160,#pragma clang loop unrolling full, ,8,2,cores,balanced,0.9838,2470.7050080299377
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,2,2,sockets,balanced,0.98898,2491.2264115810394
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,2,32,threads,balanced,1.0526200000000001,2511.695564031601
8,200,#pragma clang loop unrolling full, ,32,2,cores,balanced,0.988165,2530.518039226532
8,160,#pragma clang loop unrolling full, ,16,2,cores,balanced,0.982795,2549.2527327537537
8,100, , ,32,64,sockets,balanced,1.09135,2569.7673156261444
8,160, , ,2,64,sockets,balanced,0.988775,2588.5544600486755
8,160,#pragma clang loop unrolling full, ,128,128,sockets,balanced,0.980505,2607.353694677353
8,200, ,#pragma omp parallel for,2,96,sockets,balanced,0.98986,2627.9026062488556
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,2,cores,balanced,0.996845,2648.3806307315826
8,160, ,#pragma omp parallel for,2,96,cores,balanced,0.99695,2668.8329994678497
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,8,sockets,balanced,0.99324,2689.7196547985077
8,160,#pragma clang loop unrolling full, ,2,8,cores,balanced,1.086395,2710.220504760742
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,sockets,balanced,0.996035,2730.685976743698
8,160,#pragma clang loop unrolling full, ,8,16,sockets,balanced,1.06669,2751.1492273807526
8,40,#pragma clang loop unrolling full, ,128,2,cores,balanced,0.9974449999999999,2770.0464391708374
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,96,64,threads,balanced,0.998235,2790.537837266922
8,20,#pragma clang loop unrolling full,#pragma omp parallel for,2,256,cores,balanced,1.0018799999999999,2811.0187339782715
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,4,96,cores,balanced,0.9931,2831.4897458553314
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,64,sockets,balanced,0.991915,2851.992978811264
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,256,256,cores,balanced,0.99469,2872.4754691123962
8,10, , ,128,2,cores,balanced,1.01038,2891.40874004364
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,threads,balanced,0.988705,2911.9133837223053
8,200,#pragma clang loop unrolling full, ,128,2,cores,balanced,0.99289,2930.888487100601
8,160,#pragma clang loop unrolling full, ,96,2,cores,balanced,0.99091,2949.7871882915497
8,160,#pragma clang loop unrolling full, ,16,96,cores,balanced,0.9877,2968.7023029327393
8,128, , ,96,96,cores,balanced,0.9896849999999999,2987.7248108386993
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,16,96,cores,balanced,0.988665,3008.2151370048523
8,160,#pragma clang loop unrolling full, ,256,96,cores,balanced,0.99063,3027.1905913352966
8,64, ,#pragma omp parallel for,8,96,cores,balanced,0.993185,3045.959505558014
8,160,#pragma clang loop unrolling full, ,96,64,cores,balanced,0.991795,3066.4277634620667
8,160, ,#pragma omp parallel for,128,256,sockets,balanced,0.99317,3086.9664344787598
8,160, ,#pragma omp parallel for,4,96,cores,balanced,0.99414,3107.4455091953278
