p1,p2,p3,p4,p5,t0,objective,elapsed_sec
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,128,64,120,0.0012280254103673,14.206331491470335
 , ,128,100,50,400,0.0554611402690022,14.212500095367432
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,32,16,2000,7.465465249535339,15.707342386245728
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,256,120,0.0012745739159985,127.30901384353638
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,256,400,0.0533721827017783,127.3179759979248
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,256,2000,7.477641627192556,127.32518124580383
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,100,120,0.0013988227788936,163.28872919082642
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,256,400,0.0550427906801644,163.29637169837952
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,256,2000,7.575733947663366,163.30394864082336
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,128,256,120,0.0012912585447031,230.70767426490784
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,2048,256,400,0.0550191127639029,230.71585369110107
#pragma clang loop(i1) pack array(A) allocate(malloc), ,20,2048,256,2000,7.43758945093947,230.7237479686737
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,4,120,0.0012625310783261,266.5966272354126
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,8,400,0.0469262770260709,266.6049017906189
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,8,2000,6.510039544741455,266.61317443847656
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,4,120,0.0011079429839173,304.76433062553406
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,4,400,0.0470268379508534,304.7731602191925
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,2000,6.239015473893603,304.7820408344269
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,16,120,0.0011434372439991,342.61408829689026
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,32,4,400,0.0553981252754339,342.62343525886536
 , ,4,128,8,2000,7.249110831665522,342.6330759525299
#pragma clang loop(i1) pack array(A) allocate(malloc), ,32,2048,4,120,0.0011079211855579,381.2965421676636
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,2048,4,400,0.0471489673026924,381.3063039779663
#pragma clang loop(i1) pack array(A) allocate(malloc), ,64,2048,4,2000,6.221430067132846,381.3160548210144
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,4,120,0.0011079417160617,418.52140522003174
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,4,400,0.0468097900779894,418.53230118751526
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,2000,6.270006920529779,418.5425441265106
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,4,120,0.0011079228503926,460.1382462978363
