input,p0,p1,p2,p3,p4,p5,objective,elapsed_sec
1000000,2,sockets,close,#pragma omp parallel for, ,"schedule(static,32)",0.49636,1516.1229469776154
1000000,16,threads,master, , ,"schedule(static,2)",0.45301,1523.7974376678467
1000000,21,sockets,close, , ,"schedule(static,16)",0.45932,1531.7317626476288
1000000,8,sockets,master, ,simd,"schedule(static,8)",0.470075,1539.7090232372284
1000000,2,cores,close,#pragma omp parallel for,simd,"schedule(static,8)",0.48409500000000005,1547.594108581543
1000000,4,cores,close,#pragma omp parallel for,simd, ,0.5041800000000001,1555.794452905655
1000000,2,threads,close,#pragma omp parallel for,simd,"schedule(static,4)",0.501445,1563.8981573581696
1000000,42,sockets,close,#pragma omp parallel for,simd,"schedule(static,32)",0.534825,1572.4211132526398
1000000,4,cores,close,#pragma omp parallel for,simd,"schedule(static,16)",0.50809,1580.6997792720795
1000000,4,cores,close,#pragma omp parallel for, ,"schedule(static,1)",0.5116,1588.9585106372833
1000000,4,cores,close, , ,"schedule(static,16)",0.45687,1596.6597588062286
1000000,4,cores,spread, , ,"schedule(static,4)",0.455295,1604.4373507499695
1000000,4,threads,spread,#pragma omp parallel for,simd,"schedule(static,1)",0.50554,1612.5653533935547
1000000,21,cores,master, , ,"schedule(static,2)",0.45530499999999996,1620.3985991477966
1000000,32,cores,spread, ,simd,"schedule(static,4)",0.45616,1628.069661617279
1000000,21,sockets,spread, ,simd,"schedule(static,8)",0.45626500000000003,1635.9235196113586
5000000,8,sockets,master, ,simd,"schedule(static,4)",0.48695,1643.6252915859222
5000000,4,cores,spread,#pragma omp parallel for, ,"schedule(static,2)",0.568665,1651.9630327224731
5000000,21,cores,master, , ,"schedule(static,2)",0.488715,1659.9781513214111
5000000,2,cores,close,#pragma omp parallel for, ,"schedule(static,8)",0.543215,1668.0895538330078
5000000,8,cores,close, ,simd, ,0.48458999999999997,1676.1105825901031
5000000,16,cores,close,#pragma omp parallel for, ,"schedule(static,8)",0.57241,1685.3892657756805
5000000,8,threads,spread,#pragma omp parallel for,simd,"schedule(static,2)",0.577705,1693.7386813163757
5000000,32,sockets,master,#pragma omp parallel for,simd,"schedule(static,16)",0.57298,1702.6780388355255
5000000,2,cores,master,#pragma omp parallel for, ,"schedule(static,1)",0.51791,1710.9279971122742
5000000,8,threads,spread,#pragma omp parallel for, ,"schedule(static,8)",0.580415,1719.277526140213
5000000,16,sockets,close,#pragma omp parallel for,simd,"schedule(static,16)",0.579735,1728.0343282222748
5000000,4,sockets,master,#pragma omp parallel for,simd,"schedule(static,4)",0.557015,1736.3352444171906
5000000,4,sockets,close, , ,"schedule(static,32)",0.49034,1744.3364372253418
5000000,21,cores,spread,#pragma omp parallel for,simd,"schedule(static,1)",0.56109,1753.039761543274
5000000,42,threads,spread,#pragma omp parallel for, ,"schedule(static,1)",0.57386,1761.8803720474243
5000000,4,cores,master,#pragma omp parallel for,simd,"schedule(static,1)",0.562135,1770.3666906356812
5000000,21,threads,master, ,simd,"schedule(static,8)",0.48743499999999995,1778.2995426654816
5000000,2,threads,master,#pragma omp parallel for,simd,"schedule(static,4)",0.544825,1786.4029376506805
5000000,2,threads,spread, ,simd,"schedule(static,1)",0.48497,1794.38019490242
5000000,2,sockets,close,#pragma omp parallel for, ,"schedule(static,8)",0.54399,1802.598426103592
5000000,42,cores,master,#pragma omp parallel for, ,"schedule(static,2)",0.571185,1811.2828872203827
5000000,8,threads,master,#pragma omp parallel for,simd,"schedule(static,1)",0.57344,1819.8226869106293
5000000,8,sockets,spread, ,simd, ,0.48468999999999995,1827.5729625225067
5000000,2,sockets,spread, , ,"schedule(static,32)",0.49084,1835.3162202835083
5000000,4,cores,spread, ,simd,"schedule(static,4)",0.48951,1842.9965183734894
5000000,21,cores,spread,#pragma omp parallel for, ,"schedule(static,2)",0.55192,1851.525143146515
5000000,21,sockets,master,#pragma omp parallel for, ,"schedule(static,32)",0.5767599999999999,1860.1412501335144
5000000,4,sockets,master,#pragma omp parallel for,simd, ,0.532555,1868.3103337287903
5000000,16,cores,spread, ,simd,"schedule(static,1)",0.482485,1875.969887495041
5000000,8,cores,close, , ,"schedule(static,1)",0.48346500000000003,1883.7820982933044
5000000,42,threads,spread, , , ,0.50223,1891.5822203159332
5000000,4,sockets,spread, ,simd,"schedule(static,16)",0.490205,1899.3463728427887
5000000,42,sockets,master, , , ,0.48399499999999995,1906.9924476146698
5000000,4,sockets,master, , ,"schedule(static,16)",0.49063,1914.6880059242249
5000000,2,threads,master, , ,"schedule(static,1)",0.50176,1922.6267549991608
5000000,4,sockets,spread,#pragma omp parallel for, ,"schedule(static,16)",0.53884,1931.2708039283752
5000000,42,threads,spread,#pragma omp parallel for, , ,0.5778449999999999,1939.9233355522156
5000000,21,threads,close,#pragma omp parallel for, ,"schedule(static,8)",0.56736,1948.406928062439
5000000,16,sockets,spread,#pragma omp parallel for, ,"schedule(static,32)",0.5798000000000001,1957.015195608139
5000000,16,sockets,close,#pragma omp parallel for,simd,"schedule(static,32)",0.554135,1965.4830739498138
5000000,21,threads,spread, , ,"schedule(static,16)",0.488565,1973.1370100975037
5000000,32,sockets,close,#pragma omp parallel for,simd,"schedule(static,1)",0.557445,1981.716922044754
5000000,42,sockets,spread, , ,"schedule(static,2)",0.5034799999999999,1989.5325269699097
5000000,21,threads,master, , ,"schedule(static,32)",0.48797,1997.3681952953339
5000000,8,sockets,close, , ,"schedule(static,32)",0.488985,2005.059110403061
5000000,4,threads,close, , ,"schedule(static,32)",0.49034,2012.7165579795837
5000000,8,cores,spread, ,simd,"schedule(static,4)",0.50221,2020.6298110485077
5000000,42,sockets,master,#pragma omp parallel for, ,"schedule(static,16)",0.5772250000000001,2029.4761974811554
5000000,21,sockets,master,#pragma omp parallel for,simd,"schedule(static,32)",0.58117,2038.037873506546
5000000,32,cores,close, ,simd,"schedule(static,16)",0.489435,2045.7562577724457
5000000,16,threads,close, , ,"schedule(static,2)",0.48721000000000003,2053.449366569519
5000000,21,cores,master, ,simd,"schedule(static,4)",0.505415,2061.230020046234
5000000,2,sockets,close, , ,"schedule(static,32)",0.48948,2069.0824077129364
5000000,32,threads,master,#pragma omp parallel for, ,"schedule(static,1)",0.5699099999999999,2077.6776735782623
5000000,32,cores,master,#pragma omp parallel for, ,"schedule(static,1)",0.5642100000000001,2086.195135116577
5000000,32,threads,master, ,simd,"schedule(static,32)",0.48889499999999997,2093.919899702072
5000000,32,threads,spread, , ,"schedule(static,16)",0.50716,2102.114378929138
